etat_car,marque,annee,boite_vit,adresse_vente,prix,image_link
Occasion,Toyota,2020,Automatique,"Fass,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33be345f9829c636cbc73d57950df5b7/-/horizon-files-prod/ed/picture/q56xex7n/16c93709c9721d62252240e938801107727aa893.jpg
Venant,Jeep,2016,Automatique,"Mermoz,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac0d14d8f78bbcbff42fe7f5b2980715/-/horizon-files-prod/ed/picture/q7852dxd/e00ccb2bcf55a83e43c4bbc9ffaf1ae2f456c967.jpg
Venant,Renault,2016,Manuelle,"Malika,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb2c98f3a6c8d99e12a4415589df04d6/-/horizon-files-prod/ed/picture/qq47j9dk/4efd3353683b93acf9c56db829041f71911617c2.jpg
Venant,BMW,2016,Automatique,"Derkle,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/797d8bc1f2a35b105b0ac7d17c092703/-/horizon-files-prod/ed/picture/q9m96506/4ed6fb9aafc19fb1ee7002f5608812dfc82cbfa6.jpg
Occasion,Ford,2012,Automatique,"Guediawaye,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/09213f16d5b01859f4d8c8e4523a2a8f/-/horizon-files-prod/ed/picture/q8v5epvr/33dc486d79a193096eee7faa945adaa3b094f3b5.jpg
Venant,Ford,2014,Automatique,"Ouakam,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7eab786ced73e93befea7e0fddc9413a/-/horizon-files-prod/ed/picture/qv4e7wq5/71e0495b4f255be3d714e4e43d96ca614ad3e5d7.jpg
Occasion,Dodge,2015,Automatique,"Meckhe,Thiès",7300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea962f2ce1f7a00357272eb4071e1054/-/horizon-files-prod/ed/picture/qngxer5k/a99038c2ee0057d726a2ebedac43fc1256b84634.jpg
Occasion,Kia,2014,Automatique,"Sacré-cœur,Dakar",8299000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/126022245401e780ea0bb26bb08b8a9f/-/horizon-files-prod/ed/picture/q448z0j9/b5589e0227ab71e0bd16ca8f9b76397f3beaddc0.jpg
Venant,Kia,2015,Automatique,"Avenue Bourguiba,Dakar",9300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f80a036264333846b7113c3a9789964/-/horizon-files-prod/ed/picture/qwe2vrq5/dea902d6bc37e51537867ff2517d0b565ed935fb.jpg
Venant,Mazda,2016,Automatique,"Yoff,Dakar",16500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ca30fa2fdcd3c6873cf86993b88462e/-/horizon-files-prod/ed/picture/qpd6v8gj/4ec43d351861a6f1fcef9e5cdf0c81d360469dcd.jpg
Neuf,Peugeot,2018,Automatique,"Sacré-cœur,Dakar",8300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e256b2072a76ff3d0a47634d5134324/-/horizon-files-prod/ed/picture/qxj2vx02/7fe3878287e7bdf2cca3dd1a365951dd65aff58e.jpg
Venant,Hyundai,2017,Automatique,"Sacré-cœur,Dakar",12800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6fd4a80ac300974b3cc227850b4867e/-/horizon-files-prod/ed/picture/q0gwekmd/95cfcd60ce9d31194ea72e1155a15f81a835b528.jpg
Occasion,Hyundai,2014,Automatique,"Gibraltar,Dakar",3300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ab06f0a234f362680fb21cca191af4e/-/horizon-files-prod/ed/picture/q56xep55/f525b2cbb605599ec5871b06589561e96ac6f1d4.jpg
Venant,Kia,2017,Automatique,"Sacré-cœur,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecd68247a91589ba591275a44c2caeaa/-/horizon-files-prod/ed/picture/qngxm94r/bcf1d7c200450129d6aea1b898f54f180dcf6836.jpg
Venant,Hyundai,2016,Automatique,"Sacré-cœur,Dakar",7600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b582ad58f11954498bddfe75f7cce7b/-/horizon-files-prod/ed/picture/qrzv955j/cf5e9959d8678e59a1498d73a09f44fbb3da523f.jpg
Venant,Hyundai,2020,Automatique,"Hlm,Dakar",16900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a66b69d1a4817ad0d1137ebeec806e06/-/horizon-files-prod/ed/picture/q0gwekee/2c7fe4593e07e570e850530bca3e5b2503c7e3b3.jpg
Venant,Hyundai,2021,Automatique,"Liberte 6 extension,Dakar",30000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc6fc140e9792d3fc2e1db9133aeea83/-/horizon-files-prod/ed/picture/qpd6zgv2/8a3b779bd3820b9bd624e13a8c13f641f92b49cb.jpg
Venant,Mitsubishi,2017,Automatique,"Liberte 6,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19a37c9f2f88f78e357dffcb6aca3bb3/-/horizon-files-prod/ed/picture/q6xk5698/5139e9a797984620fb3117ae3e890c131d28b70b.jpg
Venant,Ford,2017,Automatique,"Cité keur gorgui,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60d84e215d912b4ca8e58d3aae31d52d/-/horizon-files-prod/ed/picture/qenq0rez/ef850dac346a5d899219aba5ccea56adb6bd246e.jpg
Venant,Buick,2017,Automatique,"Liberte 6 extension,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6aa82eb030bc95bb97b2c8729f34bac0/-/horizon-files-prod/ed/picture/qgq9e8x0/6c67669caab0fcca0ba38729784f60492f7709a8.jpg
Occasion,Chevrolet,2016,Automatique,"Ouakam,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/221a6b60a898f21f49617acb79f57e79/-/horizon-files-prod/ed/picture/q56xg2m7/ce4ec440005782972df76b8d1c88a07ea55b5624.jpg
Venant,Ford,2017,Automatique,"VDN,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a9550b195c2de0892ac8edb38e40972/-/horizon-files-prod/ed/picture/q6xkeqjd/13e6e5c8b703458be79fccc9c18dc8b5ca677c15.jpg
Venant,Nissan,2017,Automatique,"VDN,Dakar",48000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b493adf8b93c4b3ad086bd4f00d625d/-/horizon-files-prod/ed/picture/qv4e7dj8/3d4ae5bc5a4087556b5d5240377881b13f6a6881.jpg
Réconditionné,Jeep,2015,Automatique,"Ouakam,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e47d42489957bab2014b7a3224c03f24/-/horizon-files-prod/ed/picture/qm5peqxr/8afa2cdf0ed66840806a5763bb25c6d2f21a2afb.jpg
Occasion,Nissan,2010,Manuelle,"Patte d‘oie,Dakar",3900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/236296326b461ec6a6387e07da57b0ba/-/horizon-files-prod/ed/picture/qxj2087m/14e74dc0fb6ce9202632e231fee0ebdda8ffaf41.jpg
Venant,Hyundai,2019,Automatique,"Hann maristes,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9b71c5be958028e636e06f91d2c581c/-/horizon-files-prod/ed/picture/qdekv9qr/4ef28f39a33414af00a01ab69e3fdd9d30369f59.jpg
Occasion,Ford,2014,Automatique,"Colobane,Dakar",4550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0003f7d0585235e70139c08b6af0c3b/-/horizon-files-prod/ed/picture/qv4e7mkp/b98e4d989dacb797b52da77adfe458a9c530f214.jpg
Venant,Ford,2017,Automatique,"Hann maristes,Dakar",8300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a91bcc584570c34f8bb93f0e82a54892/-/horizon-files-prod/ed/picture/q8v5emrx/8f0c04a3e97af7941e1bd635baebaf0692718322.jpg
Occasion,Nissan,2014,Automatique,"Plateau,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/442f109b018301ea864f1a508741d346/-/horizon-files-prod/ed/picture/q6xknwg4/e5ca0802b62471f7aa20ada1188fcb54ac9d10f3.jpg
Neuf,Ford,2015,Automatique,"Sicap foire,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9053b911b1511174a9764f6adda2bca/-/horizon-files-prod/ed/picture/qwe2vr5j/55b89e8a1a7d13ceeff26272821676d52d5d53a2.jpg
Venant,Ford,2018,Automatique,"Guediawaye,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/acb3092e67a2073b752af4759829b364/-/horizon-files-prod/ed/picture/qxj208em/321bfbf26d762c9833b3ea2df6e2d26cc0a6955f.jpg
Occasion,Mercedes-Benz,2015,Automatique,"Thiès,Thiès",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17d05d64f0d2583c84df13d3cb2f9277/-/horizon-files-prod/ed/picture/q0gwzw5w/ca60ab8edb3a33ee0028578be65b6129b816b025.jpg
Occasion,Jeep,2014,Automatique,"Almadies,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe4a71f73144841f3d327d4fae917b7/-/horizon-files-prod/ed/picture/qxj2qw4v/195dd01485be153b65545aeababedd3b0f6c66f7.jpg
Venant,Mazda,2015,Automatique,"Parcelles Assainies,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c28aa9875066a89d82cb7a4421e7ce8/-/horizon-files-prod/ed/picture/qkrg47xp/c99bf203f4258acb64b246b73f6d99297f21c432.jpg
Venant,Hyundai,2016,Automatique,"Sacré-cœur,Dakar",10300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5847b241bab79ee733d1ee58fa6cb0e/-/horizon-files-prod/ed/picture/q2jqejkd/fc2612b33c32e2125b559984521beaa2db0b279b.jpg
Venant,Fiat,2016,Automatique,"Parcelles Assainies,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88968369f998261d9ac897b6af4c7317/-/horizon-files-prod/ed/picture/qm5px0jg/e627b04e29bac2bab8611a705b16418f97c803bf.jpg
Venant,Peugeot,2017,Automatique,"Sacré-cœur,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d160ebce36c0e5c0a84e7a53a8348ab/-/horizon-files-prod/ed/picture/q2jqekwg/bf34bee8b76b1e91591a40b1946318afa57222d2.jpg
Occasion,Great Wall,2008,Manuelle,"Mbao,Dakar",1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab05a73e5717e8ca4183d35179b04a46/-/horizon-files-prod/ed/picture/qxj2e8g8/b84c1702dd62cac76302fa01cbf0677811de88f4.jpg
Venant,Ford,2016,Automatique,"Sacré-cœur,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5e304d01eee1d4c3a9b4c3be8a1ed22/-/horizon-files-prod/ed/picture/qdekv905/bdaf51cf14ade79431cf0404905985b086d78d36.jpg
Occasion,Chevrolet,2011,Automatique,"Sacré-cœur,Dakar",2300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1230e9dc9d2ac72a45e03df9fc0ffdc9/-/horizon-files-prod/ed/picture/q9m9ek55/aaa576581a87a9dd6620cd91e1d191c60c0a1ab7.jpg
Venant,Ford,2013,Automatique,"VDN,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/992cd4ac75803ccc503316beeefe3160/-/horizon-files-prod/ed/picture/qzvdn8zv/66f8f0c47f8fb978e889c14261413107cf6aad88.jpg
Occasion,Ford,2013,Automatique,"VDN,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1618f45264b3c71d87245affb9145520/-/horizon-files-prod/ed/picture/qpd6zggv/e35c238d90cb41a4d4700b8ced27ec4181a0de45.jpg
Occasion,Hyundai,2013,Automatique,"Colobane,Dakar",4200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d03d2441b03ccb4cc4387e3b637a18f/-/horizon-files-prod/ed/picture/qrzvprr4/b8a29205496ff90178a7e9af10f454461eec4fbb.jpg
Venant,Jeep,2020,Automatique,"Fass,Dakar",28000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ea7518e63b48228bdbe6b7aeb70e5ee/-/horizon-files-prod/ed/picture/qwe2vrrk/27ac36fb445d5fc2e2b284e0117ac880b10a40bd.jpg
Occasion,Ford,2012,Automatique,"Colobane,Dakar",4400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb4d8dc6d228c4bc30f4f3a8d4fb6b35/-/horizon-files-prod/ed/picture/q0gwekkk/66a1735e1cd20504250794991527b58500067a68.jpg
Occasion,Toyota,2020,Automatique,"Fass,Dakar",37000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c7aa00ca642a13ad649cceae58364c65/-/horizon-files-prod/ed/picture/qkrg478z/c7af508a7ae5dd2fa94d443eeb07a0e181353f13.jpg
Venant,Jeep,2016,Automatique,"Keur Massar,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/90eeab2684519b20faed5b01db2f159d/-/horizon-files-prod/ed/picture/q2jq672d/e15f0380977ca54d958b16be27e269d75d50a2f9.jpg
Occasion,Chevrolet,2016,Automatique,"Keur Massar,Dakar",2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2caf4bf0e212100aec3abaa9c2995a3/-/horizon-files-prod/ed/picture/q448gpdr/de61dd18e955f0e985cdc908f8e9069bb0e020bd.jpg
Venant,Kia,2020,Automatique,"Sicap foire,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62f7d9d0af66b35f3f98d34c7c9bd045/-/horizon-files-prod/ed/picture/qdekv9k5/8b3dbac997f4d2f9f7d0c45ab7aa3da92072357b.jpg
Venant,Toyota,2018,Automatique,"Yoff,Dakar",45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31834db248872d6671a45458f06b598b/-/horizon-files-prod/ed/picture/q6xkeqd6/761c6f6f06f13255cf6f160fa66d326abc1de916.jpg
Neuf,Mazda,2016,Automatique,"Almadies,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91777f4f5f3d0cc49bab39d2dcf31418/-/horizon-files-prod/ed/picture/q56xedqr/b2905f4bcd2ea2aef37fc21f69c01dfa93ae03f5.jpg
Occasion,Mercedes-Benz,2016,Automatique,"Sacré-cœur,Dakar",26000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed78675ffc60b81d5c877083e5718360/-/horizon-files-prod/ed/picture/qwe2vpx6/e0e7c46a03f8131e920ca1f7c5d18e37b508c61d.jpg
Occasion,Nissan,2014,Automatique,"Saint-Louis,Saint-Louis",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9899c321cea7ba9f4c3812cde061f4c1/-/horizon-files-prod/ed/picture/q448zngp/2b6a87a8bf866856087c3ffa34f331fdad907dd4.jpg
Occasion,Toyota,2014,Manuelle,"Parcelles Assainies,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7490d932fa169053334754e724baaf2/-/horizon-files-prod/ed/picture/q8v5emzj/2a6c259b4d47ef095820cde85badd29b45786b63.jpg
Occasion,Lexus,2020,Automatique,"Liberte 6,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/123f5a7909286e61a54a4f11d7929b7c/-/horizon-files-prod/ed/picture/q78528k8/04e9fe11aeebcd471f77a24f0cb4b4e135e1043b.jpg
Occasion,Hyundai,2011,Manuelle,"Ouakam,Dakar",2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5edbcab9a6776e886140e9020332e685/-/horizon-files-prod/ed/picture/q2jqe0x6/18a2e761b0a5342cb173de4a78efa1d98eba1d12.jpg
Venant,Hyundai,2018,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df2191a67b0fb8ad6013d863ad6ccdd6/-/horizon-files-prod/ed/picture/q8v5w094/293f5edd26917e1ae4f1f31937ef07d9d6c17efa.jpg
Venant,Ford,2016,Manuelle,"Cité Damel,Dakar",6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c19b5a6a5f8d7cef0481e08296cda3e/-/horizon-files-prod/ed/picture/qv4ejqx5/73efe578f4b2693e7eae5ca54cc9d0772b0befca.jpg
Occasion,Volvo,2023,Tiptronic,"Parcelles Assainies,Dakar",1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59dd5e65092cfd946dd986aa720956a8/-/horizon-files-prod/ed/picture/qenqjm96/faf7a72e425b142fedd41677581dab9b97bdbc84.jpg
Occasion,Mitsubishi,2016,Automatique,"Plateau,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c10964a214b905874b30648da1cd878/-/horizon-files-prod/ed/picture/qq47e6xn/804b86c8df1c2699f815122ef0a5edad6deac82a.jpg
Venant,Kia,2017,Automatique,"Avenue Bourguiba,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/163188448a43bbdbf8738a600de53b14/-/horizon-files-prod/ed/picture/q0gwr24e/3ba76358ab158c8b969d39b276745d09cc32897f.jpg
Venant,Kia,2016,Automatique,"Nord foire,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d21cd689692d1c4b3c365d9d3b353c9/-/horizon-files-prod/ed/picture/qj4r8q0g/1be128607655a49340070d6f647dcd0ab8d6255b.jpg
Venant,Honda,2020,Automatique,"Sud foire,Dakar",15300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d43e1c1aad0cda4f8336b1b61795ef3/-/horizon-files-prod/ed/picture/qpd64vdr/0ddc626bb27460e9cf01ac334cc14141d9de8a25.jpg
Venant,Jeep,2017,Automatique,"Sicap foire,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3af94bd7767ab174b2648f8ae1f9c5a4/-/horizon-files-prod/ed/picture/q8v5dmv4/73ab11c0c88ccbe2d5320a66190ab0af1bbcc571.jpg
Venant,BMW,2017,Automatique,"Plateau,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21c8f1de2effa2e620aa5b98fa0d617b/-/horizon-files-prod/ed/picture/qxj2vrkw/7a65e288aaf987a606ae07c5d873356a588eb783.jpg
Venant,Hyundai,2017,Automatique,"Nord foire,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e109296ab313f99b70d3a6d915a3463/-/horizon-files-prod/ed/picture/qq470gkz/f02886e43f566a3d6e99f659533701278a586eae.jpg
Venant,Hyundai,2015,Automatique,"Ouest foire,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73d8163afb2cd06e65c6329353c0046e/-/horizon-files-prod/ed/picture/qq47j2rw/d7b55edfea67780174a83677deb819e0445e88a3.jpg
Venant,Jeep,2017,Automatique,"Sud foire,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f68d74f4818ae6e46cae70c6ff2a9dd/-/horizon-files-prod/ed/picture/q56xkj60/4ae41f97a4304076693a1fb1e3289ea0c29776ca.jpg
Venant,Ford,2021,Automatique,"Plateau,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47eb6ce08c2a30670b77d7a635edf6bd/-/horizon-files-prod/ed/picture/qq47e09k/47284bc463e3f39b3e4c4cfc9c3f4c412f37b5b5.jpg
Venant,Kia,2021,Automatique,"Plateau,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/382ff1099d3d77c7c0000f6a24ad4237/-/horizon-files-prod/ed/picture/q8v5wv09/457bf8d4ab0b3ac5ab812a02288fea9aff7ed5ab.jpg
Réconditionné,Jeep,2015,Automatique,"Hann maristes,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eebe7b7343a6fde6dfcf7e6d79731e65/-/horizon-files-prod/ed/picture/qxj20pe4/573fdf68e0b67ab3e829b8583e8ae9c7e94a4bb0.jpg
Occasion,Mercedes-Benz,2008,Automatique,"Sacré-cœur,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c9e03f2dcea28a28ea57f94fbc0b2ded/-/horizon-files-prod/ed/picture/qgrk024/e5c68d18b3a7b66b8dc0bda30ee288f6d8dd7bdb.jpg
Venant,Toyota,2017,Automatique,"Liberte 6,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a0ca3098b4b0e74bce675f0e2740416/-/horizon-files-prod/ed/picture/q0gwwxzx/d634d5601a15892e080d3aca48e159d71b679d6e.jpg
Occasion,Hyundai,2012,Automatique,"Hlm,Dakar",4650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5b1438e9893f7816705c8ffa9f7a4d5/-/horizon-files-prod/ed/picture/q2jq2xg6/dde6aabb85a8117efbf182eaf41c74883c8356f0.jpg
Neuf,Hyundai,2017,Automatique,"Hlm,Dakar",11700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/212a937a34f5ccd9516fe2a5f6021948/-/horizon-files-prod/ed/picture/q2jqmpzd/1dc69e5bdde3316c6b9a866138a0061f781c7f34.jpg
Occasion,Ford,2016,Automatique,"Amitié,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f248d977e87671af530180f781defc0/-/horizon-files-prod/ed/picture/q8v5e4m7/40c716fc33e31fe794779b2574ae53e63860b15c.jpg
Venant,Peugeot,2018,Manuelle,"Liberte 6 extension,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3e8a82e97675f0652ebf9b9338ee8bbc/-/horizon-files-prod/ed/picture/qxj2rn5m/352a48fba4a6d9d45c6b8528d47613fdf7cd4fd5.jpg
Neuf,Jeep,2019,Automatique,"Cité Damel,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60ff45ee3ff40525c01d6835b25c9910/-/horizon-files-prod/ed/picture/q8v5e49p/e088f8a9134a2078dd7038e62cf7c6a7c80d10b4.jpg
Occasion,Ford,2015,Automatique,"Ouakam,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/982fa480fcd15f182599d7f6f3d617a3/-/horizon-files-prod/ed/picture/q56xed9p/cfdbc44a009a0569e793982ed0fe33400c12a258.jpg
Occasion,Chevrolet,2014,Automatique,"Ouakam,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b231af8cbd2931fc765ee6c8e601dd83/-/horizon-files-prod/ed/picture/q448zn5v/fad16d19e7d9728810ec2d000848f87e572e1ae9.jpg
Occasion,Range Rover,2018,Automatique,"Yoff,Dakar",29000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8f711efa6b1c1e73feed3d2caa9b795/-/horizon-files-prod/ed/picture/q448we6z/618e9c4af413fe29254bcedf6d8d19e1d3865408.jpg
Venant,Jeep,2015,Automatique,"Almadies,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ad7cf0e93c45b3a750a408921b7c65e/-/horizon-files-prod/ed/picture/qrzvkz8m/cf169edb4116c2aa3ffafa4fd89b7454e3991c0a.jpg
Occasion,Chevrolet,2014,Automatique,"Ouakam,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9e51215625b2c4e76013f651f6bf928/-/horizon-files-prod/ed/picture/q785ewjg/1786bdf0d30d7974c44293d00abf1c2cbfbb5846.jpg
Occasion,Jeep,2014,Automatique,"Parcelles Assainies,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/977b73a66c3d9bb5e8f42ff8d2473ba7/-/horizon-files-prod/ed/picture/q2jqe00q/ee253006646e324893615f46d93c809670f08894.jpg
Occasion,Jeep,2016,Automatique,"Cambérène,Dakar",30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e705ff05ab6ef6f89a1b007c7fbb7c9/-/horizon-files-prod/ed/picture/q785e5ne/6d8384e392a027eeb571c5e681da9e768fc9d896.jpg
Occasion,Ford,2014,Automatique,"Gueule-Tapée,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77f60ac079e32a0c3f7e665e9df884e6/-/horizon-files-prod/ed/picture/q8v5e5j4/a3c4d6a116a96ca35cfaa5d510c351537a833067.jpg
Venant,Mercedes-Benz,2024,Automatique,"Patte d‘oie,Dakar",65000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d3c6cf664d5097afebbf14dd9d69ca8/-/horizon-files-prod/ed/picture/qm5pxpvw/faff93279bc755172932ef136fab280c34bde11e.jpg
Venant,Ssangyong,2016,Automatique,"Cité Damel,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41c670e6e310855324d5d407c56754f5/-/horizon-files-prod/ed/picture/qq47j2gz/98cc97034e78e887d1c174eaef183a484d74ecd1.jpg
Venant,Jeep,2015,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ab6d0a67636325c037d124961847815/-/horizon-files-prod/ed/picture/q785ewgn/8859b9132669cf8e33bef996718623e4c7ad837a.jpg
Neuf,Kia,2018,Automatique,"Cité Damel,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/014b4ec0d503c72f8f2a2084a3588337/-/horizon-files-prod/ed/picture/qdekv7ng/acdab3f9ad870065ff1e15a24ab48dbc503fe6c0.jpg
Venant,Hyundai,2017,Automatique,"Sacré-cœur,Dakar",12300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2daf87c71dcf55a38c8d84823099434d/-/horizon-files-prod/ed/picture/q6xk9xw8/88a5a9929f59d7bab85a0ee52332d4d07eff94d1.jpg
Occasion,GMC,2016,Automatique,"Guediawaye,Dakar",5600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e7ac7349e1fd083df58b7e9973bfcc8/-/horizon-files-prod/ed/picture/q0gwewd8/4466bdfc8e8a5694eaca7d4e2f946c1cc86e9353.jpg
Venant,Chevrolet,2017,Automatique,"Ouest foire,Dakar",37000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/713eca7d39d29ac04f3ea15cff4086b8/-/horizon-files-prod/ed/picture/qngxmxjw/b0f7d0fbe51cca4a351d098d8117b33dcc436305.jpg
Venant,BMW,2019,Automatique,"Sicap Sacré-cœur,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfdc05866bd3e444476c64aa25870c95/-/horizon-files-prod/ed/picture/q2jqeq8p/874ed2689d00d682db2297fd6195e230b0ef8000.jpg
Occasion,Ford,2013,Automatique,"Guediawaye,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/82fdc9e4a3fc578c762289109c68877d/-/horizon-files-prod/ed/picture/qenq4g2k/433ab1a259c5a6c6b944c75781234a1e426f8874.jpg
Occasion,Nissan,2015,Automatique,"Almadies,Dakar",6200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c07876c4e48eb92088dfbfffdf1d7281/-/horizon-files-prod/ed/picture/qpd6vjjm/01d456670078488e29e60de0dbe99cf28c72a1ae.jpg
Occasion,Ford,2016,Automatique,"Ouest foire,Dakar",5750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca3d997e61a2b40542b7e2fc252ad822/-/horizon-files-prod/ed/picture/qngx66jm/5b7098d1e77a27ea1db950e6f461e5d012939f8c.jpg
Venant,Hyundai,2015,Automatique,"Cité Damel,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/52df3ddb68cb8ef0c61b2bed690b5993/-/horizon-files-prod/ed/picture/q8v5e4kp/827e6f8e60a57779b4f865dc759386b9f02598d6.jpg
