etat_car,marque,annee,boite_vit,adresse_vente,prix,image_link
Venant,Hyundai,2020,Automatique,"Cité Damel,Dakar",26000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32e5560298dda436f1c270cb7182c7d8/-/horizon-files-prod/ed/picture/qenqke7v/d6e0004e7cb8d430d49984c4e20fcfbd29607756.jpg
Neuf,Hyundai,2016,Automatique,"Cité Damel,Dakar",10700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73efe98e226d02127a75666cf0808a9c/-/horizon-files-prod/ed/picture/qrzvw9mm/e1e9295ebcf1e76009d540c785a291e2d0dbe31c.jpg
Neuf,Kia,2016,Automatique,"Cité Damel,Dakar",7400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57050a0e82bf80c610c24d8f13c2b2ee/-/horizon-files-prod/ed/picture/q6xk4n47/a317512c86ea26bdcb9cff91447a64cc038137c7.jpg
Venant,Hyundai,2017,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bfe4c0cbbd5476a94fa75b4d95918047/-/horizon-files-prod/ed/picture/qq47e40v/60a78224e9fe7c2e96c7d33e345e2185c777b942.jpg
Venant,Mazda,2017,Automatique,"Sacré-cœur,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bff124d393010ebcdf9b286817ded2e2/-/horizon-files-prod/ed/picture/qzvd9v9q/d4a4b1f650145b886f195b525a0bc040f791130c.jpg
Occasion,Toyota,2011,Automatique,"Zone de captage,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59c4facb689411a0a40645aca4331048/-/horizon-files-prod/ed/picture/qenqenej/7227d522ffde2cab6570f3bb2734a9433605e646.jpg
Venant,Mazda,2016,Automatique,"Cité Damel,Dakar",9300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afad6f9189c6e37fa8d9ff4853149f07/-/horizon-files-prod/ed/picture/qgq9eqem/7558d4ec85b5b78be2a276445951b6ba1939c343.jpg
Venant,Ford,2020,Automatique,"Liberte 6 extension,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57ab1f81ffd41ed199e9737e4b0c3182/-/horizon-files-prod/ed/picture/qkrgerep/04c33d3c08d4ad526b923a26a1f8f8b36652ae00.jpg
Venant,Hyundai,2017,Automatique,"Sacré-cœur,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73a4b16667489fd9f601f9cbd644e59f/-/horizon-files-prod/ed/picture/qrzvwpwj/9d285d4197a2c03434994ff8441242ce7483d6d0.jpg
Venant,Kia,2015,Automatique,"Sacré-cœur,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92480938a8ea4cb16d2c977b3fdb3582/-/horizon-files-prod/ed/picture/q8v5wvw0/b70ac19c21dd117778661ed65235a1e596fb5342.jpg
Occasion,Citroen,2010,Manuelle,"Cité Damel,Dakar",3100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec1d55f9815ee3d22aff72b0bfc93906/-/horizon-files-prod/ed/picture/qwe27e6d/6de09a6017ac8c37765092132630e0c49a10db6c.jpg
Venant,Kia,2018,Automatique,"Sacré-cœur,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bfa420d2d4c2ac7dc89dfad178895427/-/horizon-files-prod/ed/picture/qngxegqm/0d16318c63b0a7143594bddbd835fe45bfc3133d.jpg
Venant,Ford,2019,Automatique,"Almadies 2,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7032c4b739d83e72eedb5f847f84196/-/horizon-files-prod/ed/picture/q0gw4m8j/f7207f1ea0cc2399a3d8b5453b3aa8810f73a16a.jpg
Venant,Ford,2019,Automatique,"Cité Damel,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0171138d74b4cc919584e74e39cb4d02/-/horizon-files-prod/ed/picture/qzvd9v0q/4fbab2ae192d04d17f7ad678f68e81a3d3644e48.jpg
Venant,Kia,2016,Automatique,"Avenue Bourguiba,Dakar",5800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39529121bb85a4232473d011dc008400/-/horizon-files-prod/ed/picture/qm5pe5wg/1e031815a50351f759e4f60384188de1fc439982.jpg
Venant,BMW,2015,Automatique,"Cité Damel,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/278c4d0bf0b87c9c78384646ffbff761/-/horizon-files-prod/ed/picture/qenqen8j/55f288ce3d5fd4818247722776412fd90f55e526.jpg
Venant,Hyundai,2017,Automatique,"Almadies,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2e42d8d794b54ccd3d2c76070472b98/-/horizon-files-prod/ed/picture/qzvdenmk/bc9da42e607298b85d6e91172b03f0ce68b546e6.jpg
Occasion,Peugeot,2008,Manuelle,"Parcelles Assainies,Dakar",2300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/873c8adb6044af8f0ae543d5c61a5e6b/-/horizon-files-prod/ed/picture/qwe27e9d/f41d3ef1cc0db21e3f8d590ee0b32b093d6dd627.jpg
Occasion,Mercedes-Benz,2017,Automatique,"Sacré-cœur,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a083b0ba9405187daed751cbe87fae95/-/horizon-files-prod/ed/picture/q8v5wvxn/3f05f3ae08d0cc97609b57bcdebf1344f73ec7ae.jpg
Neuf,Hyundai,2016,Automatique,"Cité Damel,Dakar",7300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71b111f234c416afacf54aaf80bda382/-/horizon-files-prod/ed/picture/qj4rg7zw/ef689feaaa2af36c2839ab85042c2298d519b69d.jpg
Venant,Ford,2020,Automatique,"Cité Damel,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a473027e6d7e4faf865ad49a792752f6/-/horizon-files-prod/ed/picture/qj4re4we/854aa4f831083122e6bfa14bf4e19b9c43c28d8a.jpg
Neuf,Kia,2015,Automatique,"VDN,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28b028dcbf1de167997b8fe58a44f01a/-/horizon-files-prod/ed/picture/qxj2enj4/5b93eb13dca2ee8f979c62fc33e2dae4fe96b1fa.jpg
Occasion,Ford,2014,Automatique,"Hlm,Dakar",3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7aedc43661f2021a7fc52c9b95472c61/-/horizon-files-prod/ed/picture/q785pjvq/00b103970e8879948338ee12045849fa0b6aaed1.jpg
Venant,Kia,2015,Automatique,"Ouest foire,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9bf826b1cdd410a8600dcc78b001793f/-/horizon-files-prod/ed/picture/qm5pemkd/d9223a910174934361d677cc07262da7328315b8.jpg
Occasion,Toyota,2009,Manuelle,"Liberte 6,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fc60205e7048e8855eebfc70714159c/-/horizon-files-prod/ed/picture/qrzvez54/4c2fad7b71a7326d88abde636f020b96c73f7d36.jpg
Venant,Hyundai,2016,Automatique,"Mamelles,Dakar",9950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/627c60d77f2c7b523519132c10dcad57/-/horizon-files-prod/ed/picture/q6xk9xv4/77475b15290a3b2de10ec9182b287ec2afa18948.jpg
Venant,Hyundai,2016,Automatique,"Cité keur gorgui,Dakar",9950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd41cc78cf418076d401c7c4164ebfa5/-/horizon-files-prod/ed/picture/q0gwjpjg/b8bfe462d87ab8436dec7d05d9f9a89ddb4500f1.jpg
Occasion,Nissan,2016,Automatique,"Dieuppeul,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/02acad81f399dfa6635ed2d1a3692e93/-/horizon-files-prod/ed/picture/qgq9e5nq/0893295d996b01e483033398a7ee9d96cad4385f.jpg
Occasion,Peugeot,2013,Manuelle,"Sicap Liberté,Dakar",3900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e72410070c5b3f3320da4869d624a2d4/-/horizon-files-prod/ed/picture/q0gwjg7w/ba2045a21dfe5fc91b1295fab3085ae4b8f22848.jpg
Venant,Hyundai,2018,Automatique,"Ouest foire,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b2276e3a32b02a2ad19cdad9b611402/-/horizon-files-prod/ed/picture/qrzvx202/66543a5eea143e31e44f80504828949a9c9546da.jpg
Venant,BMW,2016,Automatique,"Cité Damel,Dakar",28000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee9f830ff3f366d95d17fc458c6b0511/-/horizon-files-prod/ed/picture/q0gw4d66/ee6a7d517819601c25461cdf7dbc57f2777fadc3.jpg
Occasion,Ford,2006,Manuelle,"Yoff,Dakar",2100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc51b5028c19c235e8c7cafb41fb9a23/-/horizon-files-prod/ed/picture/qngx8rq9/5f99d05d2bdc5b7382409e7376813ffcc7be8626.jpg
Venant,Honda,2016,Automatique,"Point-e,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07a7845886131a3870705e8f0f095ce3/-/horizon-files-prod/ed/picture/qrzvez25/00592486ae0c2619277148077b2f3ff12b9704c4.jpg
Neuf,Hyundai,2016,Automatique,"Sicap foire,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50bbffe3a338b3c2f0a906112b1f7c36/-/horizon-files-prod/ed/picture/qgq9jxq9/71795265feff4ee53a312d9c8cccd4764cb6c977.jpg
Neuf,Citroen,2017,Manuelle,"Sicap foire,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0011aab3edc8d56eb2f2ecc8b2db7507/-/horizon-files-prod/ed/picture/qm5pqq5j/60540c61142138b2886f55a0ec5565afb78b6005.jpg
Venant,Mitsubishi,2015,Automatique,"Cité keur gorgui,Dakar",9900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4182e1258470fe8a9cf611191514a88/-/horizon-files-prod/ed/picture/qxj2vd04/8ebf3f7e3044c4412e2d5a1eb6de3e56d2b0d8f9.jpg
Occasion,Mercedes-Benz,2017,Automatique,"Guediawaye,Dakar",19000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/314db78ef0e50cb2b568ae7c646d41d9/-/horizon-files-prod/ed/picture/q6xkj0jd/9dc1f9ef6f3ee905277f849c538e852a250e312e.jpg
Venant,Peugeot,2015,Manuelle,"Parcelles Assainies,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/64a9d852a3a23f1be479df20ad4a44b1/-/horizon-files-prod/ed/picture/qxj2vdr4/c8b239939b1b446dcec65c7a2bdb6f03e19da254.jpg
Occasion,Ford,2013,Automatique,"Liberte 6,Dakar",5700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b64eb093dfa3fed4039a412593cc783d/-/horizon-files-prod/ed/picture/qj4rem8r/fec45ba324dd3498259b312bbd3f59796462e31d.jpg
Venant,Peugeot,2015,Manuelle,"Parcelles Assainies,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3142ab3e4a707dfb994003a9bb571b77/-/horizon-files-prod/ed/picture/qq47eq0e/3f8068df29f93454efd45e3e910727e90fac9320.jpg
Occasion,Toyota,2017,Automatique,"Cité keur gorgui,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db3e0889881a3a6a0b8ae1928a85c482/-/horizon-files-prod/ed/picture/q9m9zwg6/185d646578eec6f02fcdfec1e97da464035e424f.jpg
Venant,Mitsubishi,2016,Manuelle,"Cité keur gorgui,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/729e17482f3cdbf7659baed900e92a83/-/horizon-files-prod/ed/picture/q4489qvr/e7190190e7f4cf15af414a70832d35cf35e55cb7.jpg
Occasion,Toyota,2017,Automatique,"Cité keur gorgui,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ade7c651f2df37b7b3ef35b8bc91508d/-/horizon-files-prod/ed/picture/q7854wne/8ddf2fb1138f08dcac8b9f5960ff3d1a723a0a3e.jpg
Venant,Jeep,2015,Automatique,"Keur Massar,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17dad0a68f9b7b2d56777389f9850d02/-/horizon-files-prod/ed/picture/qxj295w8/5294ecf7963e734cb7873c7a4e4b6f2e361015cc.jpg
Venant,Hyundai,2017,Automatique,"Keur Massar,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/953ae099ca47048f75fcc42b9aa6133f/-/horizon-files-prod/ed/picture/q0gw4dqk/95b5317ce629c52ca78edfc6886a85fcdbce3dfc.jpg
Venant,Mercedes-Benz,2017,Automatique,"Keur Massar,Dakar",19850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b28002fabb83219cd1108e1df816ab40/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qngxwdp9/7a81a1c85bbc51a9219fdc316a7997ff16f1c1fa.jpg
Occasion,Ford,2013,Automatique,"Golf,Dakar",4850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ff81409a4255450f5a02bd1b58fe0dc/-/horizon-files-prod/ed/picture/qngg684x/50f4ec0c65045804839ed2b4ab24badb7388c20b.jpg
Venant,Renault,2015,Automatique,"Parcelles Assainies,Dakar",6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb7130801d64d55dab971e78734e4fd8/-/horizon-files-prod/ed/picture/qwe26nk4/be68f7a59b798ccd3899540b4526576f2016959c.jpg
Occasion,Lincoln,2019,Automatique,"Liberte 6 extension,Dakar",9950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c10029b1c77c71a53a4fcd918c42931/-/horizon-files-prod/ed/picture/qwe27m0p/5a140e66135c33975d1f06a605f8e14fd9cda34e.jpg
Occasion,Hyundai,2013,Automatique,"Yoff,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec4dc02bf4b59fa3e85ee41b3633fe74/-/horizon-files-prod/ed/picture/q0gw4rkx/8cfcf63ab669a3a6334c6d5fb1a1da9c9475a95d.jpg
Occasion,Ford,2016,Automatique,"Liberte 6,Dakar",8950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41715ecf204efdc466a08c6a74feb0ac/-/horizon-files-prod/ed/picture/q9m9q0x8/1980bd09e17ea41a832ab24c7f42a2cafa79985c.jpg
Occasion,Nissan,2016,Automatique,"VDN,Dakar",22000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a44efea5e8edddcc48676e10ea59aa4c/-/horizon-files-prod/ed/picture/q9m9v08x/2b8283b4cfdd1d5c61828e672e9232558c92425c.jpg
Occasion,Renault,2007,Manuelle,"VDN,Dakar",2550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6637e26128ae0eb95b3e1d44b7bf3064/-/horizon-files-prod/ed/picture/qv4ejmp5/0f5fb2b214ea7e6463d6527b463a5e511e07c0fc.jpg
Venant,Nissan,2018,Automatique,"Ouest foire,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3831022a0b292b53d89b7435b4463c99/-/horizon-files-prod/ed/picture/qxj27892/6b5b3c39950780b8a38cf1ef620d4f46cf00aad7.jpg
Venant,Hyundai,2017,Automatique,"Sud foire,Dakar",10900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce5696fa47aa5729eccdf293805fd4a5/-/horizon-files-prod/ed/picture/q785zvrg/207595a0db5f91bc238899e88d2c35b015adddfc.jpg
Venant,BMW,2015,Automatique,"Sacré-cœur,Dakar",19000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47b74aa67f51789d167a2816fcd41ee8/-/horizon-files-prod/ed/picture/q2jzkkp8/51b4666217a59cad4dda80a25171f0778b37aa3b.jpg
Venant,Hyundai,2021,Automatique,"Sacré-cœur,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98d1c126baeffea224683017262d7a97/-/horizon-files-prod/ed/picture/qq4qkrkp/07ea7fbb665fffd0bb46e91c927c7f67750060c4.jpg
Occasion,Seat,2015,Manuelle,"Mermoz,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c847cb1a0ccdda00cfc197f58ec073b6/-/horizon-files-prod/ed/picture/qq47gnwk/ca337e541866cac4773afcca2ee0738d80c97463.jpg
Occasion,Mitsubishi,2019,Automatique,"Mermoz,Dakar",10900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/988acec7844927c1620fa98f8a9207ba/-/horizon-files-prod/ed/picture/qwe26w7k/aba1527366eec30c9dad8a4a61c859d36d25cb16.jpg
Venant,Ford,2018,Automatique,"Sacré-cœur,Dakar",20000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42eac9076b44806be357245af6f5cc36/-/horizon-files-prod/ed/picture/qwemgdk4/96ab6d42791a840645adda0a9bbf559840895f9b.jpg
Venant,Ford,2015,Manuelle,"Parcelles Assainies,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d941a348cb8e17584381c95eacf95443/-/horizon-files-prod/ed/picture/qenqkvnk/b64cfbf997bbedce2abfae8379d12c0a078cf6d3.jpg
Venant,Hyundai,2017,Automatique,"Guediawaye,Dakar",5800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/347843aaecb32d1b1115e2e47d7cc5b0/-/horizon-files-prod/ed/picture/qpd64v40/6168e69a0b8c3ec3261f7ce3757afde266508d43.jpg
Venant,Mitsubishi,2016,Automatique,"Sacré-cœur,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c266a6e06a9a797475ba8b392a07a72/-/horizon-files-prod/ed/picture/q0gw4qrw/5b20d4c4ee7789d00c8c22de52f86ec22e686086.jpg
Occasion,Fiat,2013,Manuelle,"Dalifort,Dakar",3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d52095afd6515980f75a39c8cb88a5ec/-/horizon-files-prod/ed/picture/q8v5w0g7/7c5932358135381c52ee84a41717f5712ec57999.jpg
Venant,Nissan,2012,Automatique,"Colobane,Dakar",3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3db6e799b1eb985c6e48a064b40b079/-/horizon-files-prod/ed/picture/q6xk97zv/9ca408f605d936b6716c2788e6e5eda36b9ec9f9.jpg
Venant,BMW,2019,Automatique,"Colobane,Dakar",45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a091bd67eb20261ced750fe66b5b32c2/-/horizon-files-prod/ed/picture/q56x0wvp/4a24a1b1e6f07b3799d53c0878f7a2f5c2fe9943.jpg
Venant,Mazda,2016,Automatique,"Colobane,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75ca996ea4803f755fd528b318f4bc93/-/horizon-files-prod/ed/picture/qpd6ep2w/b88e8363445cc01ab0a6e4cbf1b52ca04a6448e8.jpg
Venant,Hyundai,2016,Automatique,"Colobane,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48233780bd9b44900c30c667541a8765/-/horizon-files-prod/ed/picture/qrzve279/fbcf4d05943da1c7dee7efb6b0fc7ce5d892b71c.jpg
Occasion,Kia,2012,Automatique,"Dalifort,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5edda9adf401fa53ac9422c5e5e449e5/-/horizon-files-prod/ed/picture/qenq278x/2e8957e9b7af71363d417b8cb2131881ff420bd2.jpg
Venant,Kia,2015,Automatique,"Colobane,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cca37478ee14e65a532b2663398f3669/-/horizon-files-prod/ed/picture/qwe27mw0/f5d1fddecdf23a11f5f661fabfde136c3a772466.jpg
Venant,BMW,2015,Automatique,"Colobane,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d63a86e67c5a4f2c031dc7d2ea6522d4/-/horizon-files-prod/ed/picture/qv4e6mzx/6cb792cd8a7770082fec3370780478765129089d.jpg
Venant,Hyundai,2019,Automatique,"Colobane,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c45835a9eec276632adb44d67dafc43e/-/horizon-files-prod/ed/picture/qm5pemjz/081713dd19dbf12bdeaed56387f5d29de580cb5d.jpg
Venant,Jeep,2018,Automatique,"Liberte 6,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cab84856b8b962ead79d0efdefe0dd40/-/horizon-files-prod/ed/picture/qv4ej90w/7ee3c265c1dcd3459453e71c3122544883c318fb.jpg
Venant,Ford,2016,Automatique,"Liberte 6,Dakar",7300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40e227282939fae22d10fff79e3229e3/-/horizon-files-prod/ed/picture/qgq9rexk/c900b41aef3b4346aa8a5fc8324ad68766f16519.jpg
Venant,Mazda,2018,Automatique,"Colobane,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e157536361fd213c599fde80ed15e20/-/horizon-files-prod/ed/picture/q9m9q0n6/85c07434f8451cd5a685d5392c4e3f7e3602663b.jpg
Venant,Ford,2016,Automatique,"Avenue Bourguiba,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/122767bc16eae865b6283b764e3481d2/-/horizon-files-prod/ed/picture/qwe27mk0/2898442c827113dbc64b1a7d103425dc1e564d7a.jpg
Venant,Jeep,2015,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05897f75cd857c933ddc0bfe7ec06808/-/horizon-files-prod/ed/picture/qrzve2j9/d2f22cb4a76aa3e22fb95830a29fc3ed755dc557.jpg
Venant,Hyundai,2020,Automatique,"Colobane,Dakar",15300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d500e7da4e8b6bce986a0d3a5c584ccd/-/horizon-files-prod/ed/picture/qrzve2jn/453111d92f18cdbd0b54d8d6660f7ac3ff8a1798.jpg
Venant,BMW,2016,Automatique,"Sicap foire,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c684521315ea0feb18b1ab1b7ab0408/-/horizon-files-prod/ed/picture/q785zvxe/181fd70681cc6ef2139897cf116e0e3114904f76.jpg
Réconditionné,Mitsubishi,2016,Automatique,"Colobane,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c116dda2db9cb8f70dda8c5c2953c267/-/horizon-files-prod/ed/picture/q6xk97rp/058ecfe04d65b715baa60e102a26e67318ab0240.jpg
Occasion,Toyota,2014,Automatique,"Colobane,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8e9dde2081583d79ec37001a91fb0f7/-/horizon-files-prod/ed/picture/q56x0wrn/1ada9948af606ff92526f0cd79f0bf07141f3741.jpg
Venant,BMW,2016,Automatique,"Sicap foire,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e8663159b10a115832f24266fc6531d/-/horizon-files-prod/ed/picture/qrzve26n/f9a0560b421262e05bf92ce21e45ace3dfde99a3.jpg
Venant,Toyota,2015,Manuelle,"Parcelles Assainies,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e294335f3d4375af7d89b947615eb0f6/-/horizon-files-prod/ed/picture/q2jq6z72/1a51b5da7d7d3917600c64869c12277553c1d9a0.jpg
Occasion,Ford,2013,Automatique,"Grand-Dakar,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b6be751d1e69b81a585f3e1b5a2f6fa/-/horizon-files-prod/ed/picture/qwe29qmg/a563e1e8dcd2443ecd335a6f0a657be9316e91ba.jpg
Venant,Peugeot,2016,Automatique,"Cambérène,Dakar",5200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70e87717f37967bee283228b1408b6c3/-/horizon-files-prod/ed/picture/q6xk97dp/ec2c6e36f8aac4bd3628a91dce5e10ea260f4d6d.jpg
Occasion,Hyundai,2014,Automatique,"Hlm,Dakar",7900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9496c49aae5c279724815f4a48f90ce1/-/horizon-files-prod/ed/picture/qm5pemgj/bb6585b82ebbb7238c0aee50acc223274dc42ab7.jpg
Venant,Renault,2015,Automatique,"Rufisque,Dakar",5800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/462988c317db18165fbc256d6a157929/-/horizon-files-prod/ed/picture/qpd6706v/7ca5499f85aa5925ec9ea22097d04eaac4bf3f9b.jpg
Venant,Mazda,2016,Automatique,"Sacré-cœur,Dakar",5600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7ef2e824f904073ea6ba5b84055ed08/-/horizon-files-prod/ed/picture/qxj2vd2v/8318aa2c25fe5afef8c7f6bfe669c69c3a9f86da.jpg
Occasion,Ford,2013,Automatique,"Hann maristes,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0fcd73e3bf073f5fc87ef3a8aaabe9c6/-/horizon-files-prod/ed/picture/qenqkg85/57a96b79dc7dd4ad9ea885117c80888f98958753.jpg
Venant,BMW,2015,Automatique,"Liberte 6,Dakar",16200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9de14364178e079555fef24cd62f0247/-/horizon-files-prod/ed/picture/qxj2nrx4/b24c69a47822154f7e5ada8856b3c324c742ca18.jpg
Neuf,BMW,2016,Automatique,"Cité Damel,Dakar",29000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3571ecc03ce387808e011217b14a389/-/horizon-files-prod/ed/picture/qdekgn55/455b8d9594118c03bd387a12d0dd0fadd40f541e.jpg
Occasion,Toyota,2020,Automatique,"Hlm,Dakar",20000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b713585613edd0b908c86b56545b3452/-/horizon-files-prod/ed/picture/q56x8gj2/05dd7e69f8b1fa760560058e0b73917fe17a5ea9.jpg
Occasion,Ford,2013,Automatique,"Médina,Dakar",3900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84e3ff19562e470480031a99ba706f2d/-/horizon-files-prod/ed/picture/qwe29jgj/11f077a43f4b6fb356ba3e363dd91a38f8629600.jpg
Occasion,Mitsubishi,2014,Automatique,"VDN,Dakar",6300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0efbb39743c20d3b45b15b4009d1c79/-/horizon-files-prod/ed/picture/q0gwv69j/59edaf12bda37605908a813d629f62f9fb6e0af2.jpg
Occasion,Ford,2013,Automatique,"Parcelles Assainies,Dakar",5700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9ab87601b950f2896a5328e1e85f6be3/-/horizon-files-prod/ed/picture/qzvdq5xq/0000c0016e5fe400eca401478f961358f927bd1d.jpg
Neuf,Mercedes-Benz,2016,Automatique,"Hlm grand-yoff,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19dc8e1811166e99c66e5a1299b00dc1/-/horizon-files-prod/ed/picture/q56xrdpx/bf2e04df4cbe973642803713b11902e61bfdd70c.jpg
Venant,Peugeot,2015,Manuelle,"Plateau,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a686c153be5f7faa3f14285d4b1f92c/-/horizon-files-prod/ed/picture/q6xkjxjp/58660b7c8565b1d93400b469f29ea92b347d664b.jpg
Occasion,BMW,2015,Automatique,"Cité Damel,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ca10326f9b65e0169cab934e87c0652/-/horizon-files-prod/ed/picture/q7856n6z/2b43fbaf6edb1a1a3fdf41e8db8cbf4248128d3b.jpg
