etat,marque,année,boite vitesse,adresse,prix(FCFA),image_lien
Occasion,Kia,2012,Automatique,"Saly,Thiès",4400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/325e4174b6cb49868cc87c500b049bdf/-/horizon-files-prod/ed/picture/qrzvmv8g/d539778b133fe38201d8329e43d399d3605b5fed.jpg
Occasion,Mitsubishi,2011,Automatique,"Cité keur gorgui,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/244cfa102b6ac321921db7cda3baf2df/-/horizon-files-prod/ed/picture/qngx8x40/a7933a88816cad1508412c9db6c47dcca0b561f7.jpg
Occasion,Peugeot,2008,Manuelle,"Cité Damel,Dakar",2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eed7b8dd160cd24d9a2c60feaafdad4d/-/horizon-files-prod/ed/picture/q2jq9rv2/f2c3068c9db7f7572b15ea99e7222df69622896e.jpg
Occasion,Ford,2013,Automatique,"VDN,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69488ad8f9f6782e336a723b81fc12f7/-/horizon-files-prod/ed/picture/qm5pqgrg/b56ce5f2fb26de4238a43b6025bfcd51b250584f.jpg
Occasion,Ford,2015,Automatique,"Liberte 6,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/079ba59962dacaa003ea4fc14c6e48f0/-/horizon-files-prod/ed/picture/qj4r9q68/baff1ee990f316e8b03f12b4bb2ce28670e487df.jpg
Occasion,Land Rover,2012,Automatique,"Sacré-cœur,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce1db55ec29d5227575bf77b77fb2ab3/-/horizon-files-prod/ed/picture/qngxzkjw/2696dba56a4b8cc56ad1228c5a7c35212aeaac79.jpg
Venant,Hyundai,2015,Manuelle,"Keur Massar,Dakar",5699999,https://i.roamcdn.net/hz/ed/listing-thumb-543w/788b2e4b3b0b309b7938f4e206e5dfe5/-/horizon-files-prod/ed/picture/qwe20re0/575d11ed7ff31fa7917fab14458361635befa8f6.jpg
Occasion,Citroen,1978,Manuelle,"Nianing,Thiès",3800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bba5e43fd0b7c0c92a7f37d3169d195e/-/horizon-files-prod/ed/picture/qxj298d0/c4a8d647dc1c101a430ea91b2e0e5ba8fe03b396.jpg
Venant,Hyundai,2017,Automatique,"Yoff,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfd3cd98a4df5f0d6e7c2cdf3632c436/-/horizon-files-prod/ed/picture/qv4evw82/8dbb08171d9a57be39b161f40a245b9911ce50c2.jpg
Occasion,Ford,2014,Automatique,"Liberte 6,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4e4a189f6107de5399d5821010da019/-/horizon-files-prod/ed/picture/qen5m5e2/ab7ccf25a1d0b15ef697719e509fae0978f39ddc.jpg
Venant,Honda,2017,Automatique,"Cité Damel,Dakar",6200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/88047e765c572a102e9c42fdf1100cd5/-/horizon-files-prod/ed/picture/q4487g6p/3a3b041efd530a89cb821c01503df0102c3a5bbc.jpg
Neuf,Ford,2013,Automatique,"Mermoz,Dakar",4300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/134db0eea27bbd567924df49f8318fd6/-/horizon-files-prod/ed/picture/q56xqp5r/ff650900080c897ae5e1b431dc4fddd9b0cf0953.jpg
Occasion,Peugeot,2008,Manuelle,"Parcelles Assainies,Dakar",1900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf5e65ce440bb959efe2721beb3f1bfd/-/horizon-files-prod/ed/picture/q448wj65/c23b2d22be37fb1cb0c286f21f4466da955cbb7e.jpg
Occasion,Chevrolet,2017,Automatique,"Sicap Liberté,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f57ae6a56f3be7235ff3e963177811fa/-/horizon-files-prod/ed/picture/q8v5xwgp/0a8e744b786c1dfa291cb666b9158b897d34f576.jpg
Venant,Mazda,2019,Automatique,"Guediawaye,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1682a7dde69b1f7b62c335daef27be6/-/horizon-files-prod/ed/picture/qxj2e7qm/a539aa74682ccd37c0897c4715d9fc4330ef8e58.jpg
Occasion,Hyundai,2013,Automatique,"Sacré-cœur,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e867b46b96b06f59dc0a142d76257fa/-/horizon-files-prod/ed/picture/qv4evd05/805ce28c12068951952321b01ce44e4ac842a883.jpg
Venant,Hyundai,2015,Automatique,"Sicap foire,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae4a8cbdd94adec9122d22d1fb55524e/-/horizon-files-prod/ed/picture/qxj298n4/68f967ca3f4c596649c9cec210b6a9bbc3815a94.jpg
Venant,Hyundai,2017,Automatique,"Cité Damel,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e17018804254c767ece53f7f087d0509/-/horizon-files-prod/ed/picture/qm5p9pqz/0a792499f8ef46b63d9120a31462567578238aa8.jpg
Venant,Hyundai,2016,Automatique,"Sicap foire,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6003744024eab37053d4510b4dceadbb/-/horizon-files-prod/ed/picture/qkrgn7nn/f53ac747a0b7723293b931ff586b08458024bfa4.jpg
Occasion,Renault,2017,Automatique,"Hann maristes,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/123ca0d9ac3150b072ac13a2194bb6f5/-/horizon-files-prod/ed/picture/qrzvmrm5/944d72fe8a25bb2f7936d947d8e7a669af26eb60.jpg
Occasion,Nissan,2016,Automatique,"Sicap foire,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3752788b16cd2f99ea7885d7ad70c83/-/horizon-files-prod/ed/picture/qv4evdrp/5033043590a4ec69be283d7ad3298d6146a14f6d.jpg
Venant,Toyota,2018,Automatique,"Sicap foire,Dakar",30000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a052d0d0287a48d20fff01e248c994c/-/horizon-files-prod/ed/picture/qj4r96gg/97c122a9ac38c86eb13868e3ae9adb97434a5476.jpg
Venant,Toyota,2019,Automatique,"Sicap foire,Dakar",30000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/89624eea20dc872632ddc35b1428a424/-/horizon-files-prod/ed/picture/q8v5rm79/d434f682cb2198dfb5ba72a5315f9e27e3aca721.jpg
Venant,Renault,2015,Tiptronic,"Parcelles Assainies,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0aac5a73ce7f3fe1c1df17c591f28a3f/-/horizon-files-prod/ed/picture/qxj298vz/065b03843a1b20048826ce89f7fabfb3ca31186a.jpg
Venant,Peugeot,2015,Automatique,"Parcelles Assainies,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/96f7e9156aef188a6f792cdab1efbf8d/-/horizon-files-prod/ed/picture/qpd6rge4/5d20de7dfc1215632dfeef22412ec9d2a7f480d4.jpg
Venant,Hyundai,2017,Automatique,"Thiès,Thiès",5200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6bc70b84387a083bfce79599f6b4f22a/-/horizon-files-prod/ed/picture/qwe25pxk/794b4855b6530c9db6eb172dabea526785d31e59.jpg
Occasion,Land Rover,2010,Manuelle,"Colobane,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8071c1360bbd7fdb4497b09639d895a5/-/horizon-files-prod/ed/picture/q9m9xkpv/1d419690c9d4e67f07e15a5abf7401480e02fded.jpg
Occasion,BMW,2013,Automatique,"Nord foire,Dakar",7300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e0639765cae3b1ea133d3ae4735c7ac7/-/horizon-files-prod/ed/picture/q0gwvnp6/476ecc47959b5bb5a3ad93f08f64ba523688f8bf.jpg
Venant,Land Rover,2010,Automatique,"Sicap Liberté,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/19ad2c0f7463feb7a0c293542b4ca6b4/-/horizon-files-prod/ed/picture/qgq97pgr/9271e135135393802ea0ae36ad8d27d4727618e7.jpg
Venant,Mitsubishi,2015,Automatique,"Keur Massar,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61b0663b41a6c5f5b1f7c2f7ae58d142/-/horizon-files-prod/ed/picture/qdekz8r7/2f60ac311e3c00fe3f5fc36935e025fbc77a2b6e.jpg
Neuf,Hyundai,2015,Automatique,"Liberte 6,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05e72480ffef775e42118e34c30177cb/-/horizon-files-prod/ed/picture/qenqmqm5/bfc6ad7001e61a22e235b602e2c001120aaf3067.jpg
Occasion,Toyota,2015,Manuelle,"VDN,Dakar",11900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/82f0b864cd266e777a58dc635c37790c/-/horizon-files-prod/ed/picture/q4487d9z/fc18b5a69602e7b4ddc3ff7e972fa0c3cc2fa6a2.jpg
Venant,Ford,2016,Automatique,"VDN,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/441f2778ae6b315f6bf2ca0b7da84fea/-/horizon-files-prod/ed/picture/q9m9x5zp/c1954286e96855a5416d9b1c0295a926e5ed7c77.jpg
Occasion,Hyundai,2014,Automatique,"Colobane,Dakar",3800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ebca301dd9003a2892077c084415ff38/-/horizon-files-prod/ed/picture/qdekm05w/a9bd929802c1cc26dad09eecaec7f97441427764.jpg
Occasion,Chevrolet,2014,Automatique,"Colobane,Dakar",3400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f356e06ef90544e315c5689532ae999/-/horizon-files-prod/ed/picture/q0gwvnqd/42d8885640cb2ed7247d6878594ba1f195332daf.jpg
Venant,Hyundai,2017,Automatique,"Sacré-cœur,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/294c88a5025a99dcab068197b99fe2ad/-/horizon-files-prod/ed/picture/qenqz96v/6298b2ee7cd14376663a7725199d2a9fa598aa2b.jpg
Venant,Hyundai,2015,Automatique,"Sacré-cœur,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bcb9bc10ff97f78e65a39dfb2a85bbae/-/horizon-files-prod/ed/picture/qv4evg2k/eca785610f7ad8a26f7136913e2e765fca64f272.jpg
Venant,Toyota,2021,Automatique,"Sacré-cœur,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e38c4213ed91cb07e2d1bd2891b05e32/-/horizon-files-prod/ed/picture/qxj29g5v/dc6b6a823a4c7215fb3727dbb37b83917509f85d.jpg
Venant,Kia,2016,Automatique,"Sacré-cœur,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/761af6f44fef95eca59a0617c11999bd/-/horizon-files-prod/ed/picture/qj4r9pnv/a242d9736854ac9134502a84f2fceab3b452d969.jpg
Venant,Peugeot,2018,Automatique,"Sacré-cœur,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea5745bf7b565a880c807816edcbc0d8/-/horizon-files-prod/ed/picture/qzvdwzg8/9847040b0412339702bfa40cb91e73cafd05bfe7.jpg
Venant,Hyundai,2017,Automatique,"Cité keur gorgui,Dakar",10800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/65af49d8803b89907e95c9d267ae14dc/-/horizon-files-prod/ed/picture/q785r26j/6f14784a16878a664a1937a02fd0d860c6af6c07.jpg
Occasion,Toyota,2015,Automatique,"Cité keur gorgui,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/66c75f37bf7060c387587153b1e916c1/-/horizon-files-prod/ed/picture/qq47xw4k/fb219239e8fbf0e9795db1023457d9185712d546.jpg
Occasion,Jeep,2009,Automatique,"Saly Portudal,Thiès",9700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2130d68c1e6d5a4001bdbbe18349c202/-/horizon-files-prod/ed/picture/qxj2kerz/acf6ceed29c1e33ad0535eb516db3b9dafd0cf47.jpg
Occasion,Jeep,2015,Automatique,"Hlm grand-yoff,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9326ce6e2dc0d8ca6d6d732781859d7/-/horizon-files-prod/ed/picture/qxj29650/da5b9a96498f4ef6e5fc65ce72af2528093e9666.jpg
Venant,Kia,2016,Automatique,"Dieuppeul,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e6b0090913209ab33b24fdc24be025a0/-/horizon-files-prod/ed/picture/qv4ev9p2/2fd63ca393b0023c0951d209e15e97f91964a863.jpg
Venant,Peugeot,2015,Manuelle,"Dalifort,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4b1c7699ff0a28b712a5584c87f0c29/-/horizon-files-prod/ed/picture/qj4r95qw/71fa8eb11f718eb70c5f54a15cd3781c35d7cbbb.jpg
Venant,Mercedes-Benz,2020,Automatique,"Saly,Thiès",51000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/79ec7d38ce91495ac43d12764f99f492/-/horizon-files-prod/ed/picture/qq47xdqv/489402a103d9fccbc98bb9d90df4f9695642a1f6.jpg
Venant,Mazda,2015,Automatique,"Sicap foire,Dakar",9200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3f447c5b25cc0d1057fbefdbd2163e0/-/horizon-files-prod/ed/picture/q8v5rp4n/b017f26638d986cede13f17da0547b4478efcc78.jpg
Neuf,Mercedes-Benz,2021,Automatique,"Sacré-cœur,Dakar",60000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/96643ed789ec0b95039581fd04996071/-/horizon-files-prod/ed/picture/qrz2v4v8/3b6fc79dc4dedc2bb1ad6b2647d7e6cd3085c1bd.jpg
Venant,Peugeot,2017,Automatique,"Ouest foire,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51e04b702fcd9bd487f605c11a450b74/-/horizon-files-prod/ed/picture/q0gwv8km/a41de466a58042bc68da21b173a751f045f3cf2b.jpg
Venant,Hyundai,2016,Automatique,"VDN,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ab437343ddef2e9f9eb4158af0dda94/-/horizon-files-prod/ed/picture/q8v5rk97/17d94a5720ffc3ba550b938c2655db1346fc57e0.jpg
Occasion,Ford,2013,Automatique,"Colobane,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5576b1e71feb0881a9ae6b822a1e81e/-/horizon-files-prod/ed/picture/qrzvm60j/c692591c507d4f549acc02b94352ff4b06a43bde.jpg
Occasion,Mitsubishi,2012,Manuelle,"Saly Portudal,Thiès",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b889566699106921264bdb8e3737077/-/horizon-files-prod/ed/picture/qpd6rn2w/1ee27f853f198561fde89aad34b88e13778127c4.jpg
Occasion,Hyundai,2017,Automatique,"Yoff,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5e105acadd645adfad38f0465e4b24d/-/horizon-files-prod/ed/picture/q2jq98wq/f7b0aa1bafd38c28d06b837182fc020572c22666.jpg
Venant,Hyundai,2016,Automatique,"Sacré-cœur,Dakar",7350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c92dbdf07ca59488958744cb6f2f9873/-/horizon-files-prod/ed/picture/q6xk4xpz/83b7ef2510aac41c3b1658eb3ea0839b5068fd4d.jpg
Venant,Toyota,2017,Automatique,"Malika,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/980e3fe7d5b17543ac193bb1dfa20707/-/horizon-files-prod/ed/picture/qzvdwr5n/2c4f744f6122539a1862fa90065ce0154b24d6f9.jpg
Occasion,Ford,2013,Automatique,"Sacré-cœur,Dakar",5700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6f64d31c683f584897865bdc2e0ccce9/-/horizon-files-prod/ed/picture/qxj29wm4/e365b4be81ef00d095f4431d2bd0723ea4aacd64.jpg
Venant,Kia,2016,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d96465c803e15f9454a0fcb2c95af0e/-/horizon-files-prod/ed/picture/qj4r950r/70a264874c0fa080774f46f158b2db21f7f7367c.jpg
Occasion,BMW,2015,Automatique,"Mamelles,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35e9506c00a8a9d2257b4e297d25f41f/-/horizon-files-prod/ed/picture/q2jq98xk/8ca78bfb37c5fa2d549d92bba933525585d28f35.jpg
Venant,Kia,2016,Automatique,"Cité keur gorgui,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b38fab665c8b1429df5085f72dab4fc/-/horizon-files-prod/ed/picture/qrzvm6xg/e5055dc3cb98135db7fdef37afddc74f9950eb36.jpg
Venant,Nissan,2019,Automatique,"Cité Damel,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d47b7afb93bd8ec5fb0a01ca3b9e30bf/-/horizon-files-prod/ed/picture/q4e72vp/22af648d138bdead8f695751ee880d140fe7d1d4.jpg
Venant,Hyundai,2017,Automatique,"Ouest foire,Dakar",11700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cf1b67f40a1353a7310cba4aa86d0d9/-/horizon-files-prod/ed/picture/qv4ev92p/d6e3ad1f01afedd3b75a77b586330bb8b7826bbb.jpg
Occasion,Ford,2014,Automatique,"Ouest foire,Dakar",4600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48d91efec01971a826cb7dc340df9b31/-/horizon-files-prod/ed/picture/q6xk8r07/ccfe194721b6655fe2c8d4bdca82b64b7cb782cc.jpg
Neuf,Citroen,2017,Manuelle,"Sicap foire,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42eea147f66a0b1681b4d1f64fb7dbee/-/horizon-files-prod/ed/picture/qrzvk9x5/3eaeec7ef8de89e3fe5f6dc11eb7463b151fc093.jpg
Venant,Ford,2015,Automatique,"Castor,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd2a0f6723766b5f31f15105a9244348/-/horizon-files-prod/ed/picture/qenqzpg6/e262d226ccfa1f76d216e172f5b216daffbe6d0a.jpg
Venant,Ford,2016,Automatique,"Castor,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b88fc47b1fa0373c12654358951d377c/-/horizon-files-prod/ed/picture/qwe20kmg/831f44f778fdbd8abb4e4e22c772b14badc705d1.jpg
Neuf,Peugeot,2017,Automatique,"Fass,Dakar",6400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab841a1d6545ec4d4c512a03d7011bea/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q9m9xn8j/8e6dde18f736d37a08153c94974aa70a2c2680c9.jpg
Venant,Ford,2015,Automatique,"Cité Damel,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d28d56582c9dbbf3e05b54fcddb81d6/-/horizon-files-prod/ed/picture/q448w6de/a9d33e52138555026f517266452283a70926bd61.jpg
Occasion,BMW,2020,Automatique,"Point-e,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb603b854d72140c7bc5e13238ccba2b/-/horizon-files-prod/ed/picture/qxj2kq28/88c0b40c701840dc04992aeff8cfea16d440148c.jpg
Venant,Ford,2016,Automatique,"Ouest foire,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8595f6cd5b68f86422b6368f2630034e/-/horizon-files-prod/ed/picture/qm5pqjqg/07d4ffd1fea0853ff2d7839850b3ab6d86093e10.jpg
Venant,Ford,2015,Automatique,"Ouest foire,Dakar",7200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8596dc2357e952f43e323f8f63d35850/-/horizon-files-prod/ed/picture/qenqzxzj/f0ad06d072ba01954cebf199609d9d16cb83cbf5.jpg
Venant,BMW,2017,Automatique,"Ouest foire,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4e975515a45b1c889e6a8f765e28ab1/-/horizon-files-prod/ed/picture/qwe20k0d/7931f996d22bcd3ae07096de90bca7e38db2d973.jpg
Venant,Hyundai,2016,Automatique,"Cité keur gorgui,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/55b09946df17290d682e41e1855d76f1/-/horizon-files-prod/ed/picture/q78548j8/2884ea3ca1c639f58bc41e5bd1e20acd10e1a5d6.jpg
Venant,Toyota,2021,Automatique,"Fenêtre mermoz,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8df6062d28ddfa1aad9990365fa2474/-/horizon-files-prod/ed/picture/qngxd2ee/af26f3e156577958647cd99db59e8fdf4a10d3dc.jpg
Venant,Peugeot,2018,Automatique,"Ouest foire,Dakar",7200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22dff07c6aced80a7723886e248295bb/-/horizon-files-prod/ed/picture/q56xqzn5/7324565fb0d7fa30352c4286e15746438a84679d.jpg
Venant,Kia,2017,Automatique,"Guediawaye,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2978bff6ca4169fcd14417b8b727649/-/horizon-files-prod/ed/picture/qxj2qe88/732f62c524dfac31e77f115e95140fee42338f47.jpg
Occasion,Ford,2017,Automatique,"Zac Mbao,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/79023e299fd8b59c0f08f39e4a2c85d1/-/horizon-files-prod/ed/picture/qngxkenz/ea42ea8dccdf78660c318b084353b494cf566dae.jpg
Occasion,BMW,2015,Automatique,"Ouest foire,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50f5494fc5781348501e2bd9733ee40a/-/horizon-files-prod/ed/picture/qq47x5np/ad85a6be0cddea1f84dc300738a1f2a7127ced9c.jpg
Neuf,Mazda,2021,Automatique,"Ouest foire,Dakar",20000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e16859eb4c8cc5305a932e17fca12bb/-/horizon-files-prod/ed/picture/qrzvmjxq/b32742ebcc7257d2f5885b8ab9063a09afd19829.jpg
Neuf,Mazda,2017,Automatique,"Ouest foire,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35da3dc84b8cf46ab86dce8697ca2632/-/horizon-files-prod/ed/picture/q2jq9w9g/2708a2c58a1c9e073bb8f655973b8dc07edd5186.jpg
Occasion,Ford,2011,Automatique,"Colobane,Dakar",2350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4485c1504c6ea1280b0374e9ae2d880/-/horizon-files-prod/ed/picture/qpd6rj4x/a7ac8738bfa4baeb3dc4126b26eae0043c05a4b2.jpg
Venant,Audi,2018,Automatique,"Sacré-cœur,Dakar",22500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6fa255441e98fd78b9e0d2cde847bc60/-/horizon-files-prod/ed/picture/qpd6jke4/8d69c576782882558859eee3eb972c8536c72c03.jpg
Venant,Toyota,2016,Automatique,"Guediawaye,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2be314eb9ec360682d137369bb1a5f0d/-/horizon-files-prod/ed/picture/qngx8jew/a46137ade9107e157534cb2c9c101914a2c9653b.jpg
Venant,Peugeot,2017,Automatique,"Hlm,Dakar",6300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcfff12439b20998254b84cddb388adc/-/horizon-files-prod/ed/picture/q2jq9wj6/f42d444c6b9dbc1a5bfb4c4549a7db0090350d30.jpg
Venant,Hyundai,2015,Automatique,"Sacré-cœur,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/20e982691e9163fa17a1991b61be1b5f/-/horizon-files-prod/ed/picture/qgq97dxe/5bc33c5e2089359b30daf310ea9dd6ae73d15c14.jpg
Occasion,Nissan,2012,Automatique,"Keur Massar,Dakar",3800,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c07985251d34227d027f39cf6c7d2fd/-/horizon-files-prod/ed/picture/qq47k5gk/3197290780a62fa49807e3ded85557ed2b0379d5.jpg
Occasion,Citroen,2022,Automatique,"Mermoz,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83d2db24f6adcc6d443ddeb3e1636f53/-/horizon-files-prod/ed/picture/qv4evk7g/a54ffc849f218123e63b6f050c8fb631a18fbdda.jpg
Venant,Peugeot,2015,Manuelle,"Keur Massar,Dakar",5400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/71aafdf17add6c2093e27f96fc9d9086/-/horizon-files-prod/ed/picture/qwe2856g/d5e69614cb60a36ef4e54f6ed93c3e3b6f8b5a87.jpg
Venant,Hyundai,2016,Automatique,"Sacré-cœur,Dakar",11800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d53ca0fe5497379d1e9717cb2a016373/-/horizon-files-prod/ed/picture/qxj29k0m/392b9ef4c62a99c3719427fec388e717b99f6e7e.jpg
Occasion,Toyota,2015,Automatique,"Point-e,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a523e951160dc12decdbfdfd7cc9242a/-/horizon-files-prod/ed/picture/q6xk8v0j/79fc1158af39d868444ca86162b5baeb3322d338.jpg
Venant,Hyundai,2015,Automatique,"Hlm,Dakar",10499999,https://i.roamcdn.net/hz/ed/listing-thumb-543w/41419d4518f1dafc76031624d7e57c83/-/horizon-files-prod/ed/picture/qxj29w74/a1a36e999876587d5439784c97ec2187383ba96f.jpg
Venant,Hyundai,2021,Automatique,"Point-e,Dakar",33000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0bf6329e432eb2b82848f65fc30f099/-/horizon-files-prod/ed/picture/q9m9xn4p/1c194f348202919058eb34c90e2b9286f14d3627.jpg
Occasion,Kia,2012,Manuelle,"Parcelles Assainies,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a70f6105c8d810f374a674e5a167bbe/-/horizon-files-prod/ed/picture/qgq9kxrk/ff57141658efd1ea6e9117926fc1d29d10086666.jpg
Venant,Hyundai,2017,Automatique,"Sicap foire,Dakar",11800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2bf0f7ecce4ae2fd398307567abe943/-/horizon-files-prod/ed/picture/qq47xzew/bbfac234d220c76828072534271c7e0959290b6e.jpg
Venant,Mercedes-Benz,2018,Automatique,"Sicap foire,Dakar",27500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5fc8696b78db34fda58c75db2982387/-/horizon-files-prod/ed/picture/q7854g5x/768939cc137832b93d4b832664791fd28733f33f.jpg
Venant,Hyundai,2015,Automatique,"Ouest foire,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e1e92a56536b45c4c1c87aa7d444a34/-/horizon-files-prod/ed/picture/qq47x62k/c4504b6b764a0f9cc1a638c1aceb9f7e50a9241a.jpg
Occasion,Kia,2012,Automatique,"Yoff,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/699782b200b10c705a3576f73efb1958/-/horizon-files-prod/ed/picture/qq4788mz/65ec1fc07720e0564d8552222f7903c32c92f5c3.jpg
Venant,Renault,2016,Automatique,"Cité Damel,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6daf86f877e8ddbb75e70ca91f2ba881/-/horizon-files-prod/ed/picture/qpd6r8np/c2f90d72aac2fda60374839dc51931e56c5e1fec.jpg
