etat,marque,année,boite vitesse,adresse,prix(FCFA),image_lien
Venant,Hyundai,2015,Automatique,"Sacré-cœur,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bdc7db6883e907db05cadbb8a704075/-/horizon-files-prod/ed/picture/qwe29ddg/f1a7bca9a5867cefc3a298d18a8784577aedc7f9.jpg
Occasion,Renault,2011,Manuelle,"Grand-Dakar,Dakar",2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9de22a91bbaa242826017f8741997ff7/-/horizon-files-prod/ed/picture/q0gwxmpw/5bfcefd26cb0022198ac62fca3afa2094f36a2bd.jpg
Venant,Mercedes-Benz,2022,Automatique,"Cité Damel,Dakar",85000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a81e35cc4da74cccfa472a7f4022268/-/horizon-files-prod/ed/picture/q56x2m7e/2a823dd6b124aebf8f2412514b23c49e98184a60.jpg
Occasion,Ford,2013,Automatique,"Golf,Dakar",4950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1dff10693366a9912834ad95602392a6/-/horizon-files-prod/ed/picture/q8v5nzx6/efad930c1f3b4130c2c9b27aaf65b62e22385b74.jpg
Venant,Mazda,2015,Automatique,"Sacré-cœur,Dakar",9850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ca478d2958f19b2f20723d01ce98edc/-/horizon-files-prod/ed/picture/q785dn5d/a86aa294a5588ac2199f66db59de15beb4bea835.jpg
Venant,Ssangyong,2015,Automatique,"Sacré-cœur,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae10b5d480cfa6644fbe37751dbb043c/-/horizon-files-prod/ed/picture/qv4e0nev/8c88d5768903df7b1bc98f2e979ef27abff5c43b.jpg
Occasion,Mercedes-Benz,2018,Automatique,"Yoff,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3446b5460cae03763a130f5ad3d6668d/-/horizon-files-prod/ed/picture/qv4e0ngw/cae27ff06df1a7081a62bca6a87c6acdac64c903.jpg
Venant,Mitsubishi,2015,Manuelle,"Keur Massar,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/400226308bd6e887a9092efbe83f56e3/-/horizon-files-prod/ed/picture/qdekzw52/242cfeb992595f354a5fe053e96210e5a8ce8aa7.jpg
Occasion,Range Rover,2012,Automatique,"Colobane,Dakar",3800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eaa0d6e34d8c071149474878593095a0/-/horizon-files-prod/ed/picture/qrzvkgd5/14d68c2d25a6cbad859ca41312f66cc3fc4a4ef0.jpg
Neuf,Mitsubishi,2019,Automatique,"Cité Damel,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30cf296df2e5a97173530486b6ca53ff/-/horizon-files-prod/ed/picture/qgq9zrm4/5764acd45182b5023daca1a98f509060ba9ca3e1.jpg
Venant,Hyundai,2015,Automatique,"Cité Damel,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/72c237e14f17f8db57ebaf0ca9e50ca8/-/horizon-files-prod/ed/picture/qxj2z40j/8331d3a00f1778c82da1a962b15acafb78b61508.jpg
Venant,Peugeot,2015,Automatique,"Parcelles Assainies,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b1f8b99b329204445c3965f2ec243d2/-/horizon-files-prod/ed/picture/qv4e0nrg/ff370830092175f07d4e4ee45aec3d5f11afe18f.jpg
Venant,Kia,2016,Automatique,"Parcelles Assainies,Dakar",7700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34f8d24abb272770feda28c1cc424d1c/-/horizon-files-prod/ed/picture/q785de4z/f62c63877d11cfacd277c98c2d1d912a57975c0b.jpg
Venant,GMC,2017,Automatique,"Ngor,Dakar",27000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b890a89300f780f5ed69a138d4bd54bb/-/horizon-files-prod/ed/picture/q9m9240v/7c371a98c29dafe5a34002b700feeae73d6bb1de.jpg
Occasion,Chevrolet,2011,Automatique,"Colobane,Dakar",2800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5500157ad6c302614dd404c0c7b9070b/-/horizon-files-prod/ed/picture/q4482ek2/eaf9e43a081bee56db92fb568fe062040a90413e.jpg
Venant,BMW,2015,Automatique,"Liberte 6,Dakar",13800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/422d496e44ce66f664be8c58489e845a/-/horizon-files-prod/ed/picture/qgq9k2n4/9022621f1b3eed00169aac5105bc20b892b2d49c.jpg
Venant,Ford,2018,Automatique,"Liberte 6,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab2a1bef8748313777cc9f30339d61c6/-/horizon-files-prod/ed/picture/qkrgd9wx/5a5069547b6208444ffc2288fbadd64fbcf1f20f.jpg
Occasion,Ford,2016,Automatique,"Cité asecna,Dakar",3200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c09c40a88c11b9ed85874a31491b52c8/-/horizon-files-prod/ed/picture/qxj2n5n4/9a0d5b2b11f5b318604f430e191692aed92275df.jpg
Venant,Kia,2015,Automatique,"Hann maristes,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1434a1a1c26f6397753c1a06ac7943f7/-/horizon-files-prod/ed/picture/q56x292p/1cf000374f373d1c4454ae1673e1770f19b28afb.jpg
Venant,Peugeot,2015,Automatique,"Cité Damel,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d255646f2fbd6eac8da59da33131647/-/horizon-files-prod/ed/picture/q7854vge/ddd8bbf703e38ba2e0487615986d7143d3d455e4.jpg
Occasion,Ford,2012,Automatique,"Dieuppeul,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/58e7442574138db53fbbcdddb5a4a97e/-/horizon-files-prod/ed/picture/qpd6rp7w/ef740cc17cbf5b455b406ed1005ac9f81d36d370.jpg
Occasion,Ford,2013,Automatique,"Sacré-cœur,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd30c4b51cbe43a5fd1b1f8d2c883bda/-/horizon-files-prod/ed/picture/qgq9kn8e/39e000ab18a36b3c23d9e979c74f56a1a1057b99.jpg
Venant,Ford,2019,Automatique,"Sacré-cœur,Dakar",27000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bad3c5f7ee4ca23579166fb5c196f4f4/-/horizon-files-prod/ed/picture/q787jqpd/3ddca5f87ee09d6978ce40d86463e55e906c8892.jpg
Occasion,Ford,2012,Automatique,"Dieuppeul,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/af69858f48e1e9573216fc73ee421614/-/horizon-files-prod/ed/picture/qkrgnmvm/b6528c9bd2dabf6f6f53bc86d3921c22e4e3d90c.jpg
Occasion,Ford,2016,Automatique,"Ouest foire,Dakar",4600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2dbc0a338b2ba805cb165b3a443439c4/-/horizon-files-prod/ed/picture/q6xk878v/98d7071da1c22d5446b3923aec6f953c1f771a11.jpg
Venant,Nissan,2016,Automatique,"Almadies,Dakar",8490000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f465a8877998c369fb2e1df6e3a63560/-/horizon-files-prod/ed/picture/q8v5r08p/47686fcfc2ca6e174f07e9654a50b2ffad2049ca.jpg
Venant,Jeep,2015,Automatique,"Grand-Dakar,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35fb7d93fdea429289be22b1745187ec/-/horizon-files-prod/ed/picture/qdekzdv4/e29de56a708b59104f65bdb69052dfee7a35dd52.jpg
Venant,Hyundai,2015,Automatique,"Sacré-cœur,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0854a3508a8fa42ae2ed99466e290663/-/horizon-files-prod/ed/picture/q6xk4knn/1e0c91e3912d354e66a2a1ba17430c2746e486e3.jpg
Venant,Hyundai,2015,Automatique,"Almadies,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d023a70d99f331b3bf66fabea5fcc3a6/-/horizon-files-prod/ed/picture/q0gw57wm/f6a867aa80634cd717ba4670608c21459481bd24.jpg
Venant,Jeep,2017,Automatique,"Cité Damel,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6fbf9e17a7989e0afa036c55d157b8d0/-/horizon-files-prod/ed/picture/qgq975x0/2cc3c6058b6c846a09ed668b3776358eb1c0d318.jpg
Venant,Hyundai,2016,Automatique,"Cité Damel,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/615e0a910052b3060f51fb5454567d9e/-/horizon-files-prod/ed/picture/qj4r9mkd/1a6dd846ef940cb335addf4b3681fb16ac14b9e6.jpg
Occasion,Ford,2014,Automatique,"Sicap Liberté,Dakar",14990000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13a67afe4c0214340d38082ee5d3c24e/-/horizon-files-prod/ed/picture/q785dzpz/75ffbd70487357f2f119a201ff4fee5da569c53b.jpg
Venant,Peugeot,2021,Automatique,"Colobane,Dakar",22500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a862c1b5be940feb6bb05c9c3bbbd4e/-/horizon-files-prod/ed/picture/qxj2xkx8/c702ed8f8bde59e9a85395348787459671219c54.jpg
Venant,Nissan,2016,Automatique,"Colobane,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e67eca867ac3b8520923a765c7e535db/-/horizon-files-prod/ed/picture/qrzvk2e2/ba0c91483740c30dd3b28d7aec8175c6f83d499e.jpg
Occasion,Toyota,2017,Automatique,"Colobane,Dakar",28500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1390683f8e022ed6f6b6cd18dfd05a3b/-/horizon-files-prod/ed/picture/qpd6qj0w/bfc241ec1f3b3b2b53276a45e90915f9f202366f.jpg
Venant,Hyundai,2016,Automatique,"Colobane,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8f88b99198c5e926cc2bae35f51ad11/-/horizon-files-prod/ed/picture/qv4eq9pk/ba9271a652f236333dbd78698b318ba34de5b7e3.jpg
Occasion,Ford,2017,Automatique,"Colobane,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d016465abd7b076860fb9486ca34bb0d/-/horizon-files-prod/ed/picture/qkrgv9mj/9caebfd119154458cd15a860fbe64d57d2aaf4f9.jpg
Occasion,Mercedes-Benz,2008,Manuelle,"Parcelles Assainies,Dakar",2200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a4c24df73819fdce2c2a84118e0ffc9/-/horizon-files-prod/ed/picture/qwe20mvp/b8a2409335c0d2d73a4b88630ab7ba24dc09bf7f.jpg
Occasion,Hyundai,2019,Automatique,"Ouest foire,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b9d1c040f38fbdc0c8d671accd6f2dd/-/horizon-files-prod/ed/picture/qpd6rpxm/ae44b143389d445a6c296c9de19b986505b9c111.jpg
Venant,Peugeot,2015,Automatique,"Cité Damel,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/41e704fb3d08c86977d933cd2ed0a644/-/horizon-files-prod/ed/picture/qv4evm25/e71d4e987556be08ec75cea5c71a14a57092393d.jpg
Venant,Hyundai,2015,Manuelle,"Cité Damel,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf3cb2e5b3c53205a5df0430dbd1ebe9/-/horizon-files-prod/ed/picture/qq47xqpe/920886ef0bcd5da9f0a44a3686cebe5a11266054.jpg
Venant,Renault,2015,Automatique,"Almadies,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/923cb5951658b1e2fdacf7a48aa89229/-/horizon-files-prod/ed/picture/qgq97q5q/ce0ef76be41fe988e50e5804cb074f33e66b77b1.jpg
Occasion,Nissan,2008,Manuelle,"VDN,Dakar",1850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4bf7f372be2bd0e1ff6c1c3da2d9c900/-/horizon-files-prod/ed/picture/qpd654mm/9b37d35f327e77c40d68c081220c30434ef26c33.jpg
Venant,Range Rover,2013,Automatique,"Sacré-cœur,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d719e63cc77b3f6c4874ef4cb36af329/-/horizon-files-prod/ed/picture/qgq97q9k/aee8d8fcf0b83be3298d35898ed5f65217060fac.jpg
Réconditionné,Mercedes-Benz,1988,Manuelle,"Cité keur gorgui,Dakar",2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5489b66bc1a22f019dc41a57c8542341/-/horizon-files-prod/ed/picture/q0gwvg7w/375eff8f487b6d6f5653653687fd9c6a0be1c9b3.jpg
Occasion,Jeep,2015,Automatique,"Ouest foire,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c93a8b5ca456541af7aa1b7b56952fe8/-/horizon-files-prod/ed/picture/qzvdwvpg/cb3f7ca1fbb5994605627794a99038b4fb15fc0f.jpg
Venant,Hyundai,2014,Automatique,"Ouest foire,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc8711ebd5a9c998b3f0797bb3b8be6a/-/horizon-files-prod/ed/picture/qwe20erg/8cdf48a739b43338a3c55da02b6af83e87876dfc.jpg
Venant,Kia,2015,Automatique,"Sacré-cœur,Dakar",7200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/107c9e02068362dc927ae59f42866149/-/horizon-files-prod/ed/picture/q56x85zg/3060177a927d2b1f4876903f88e488e7070026cc.jpg
Occasion,Jeep,2016,Automatique,"Mbour,Thiès",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6d93d96cf51f271b2670781154bafb8/-/horizon-files-prod/ed/picture/qq476xv4/f4b34148ff9d5074338514d6f06ce01a7a356942.jpg
Venant,Hyundai,2018,Automatique,"Hann maristes,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f15cf9d66557e691a2a4afb9dbb1f004/-/horizon-files-prod/ed/picture/q9m9xm65/d9f4b1191c4f310540cc0c15e9ace8ce60c081df.jpg
Venant,Chevrolet,2014,Automatique,"Almadies,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f1d1ba52cbf45d301d149f78dd44af5/-/horizon-files-prod/ed/picture/qxj29jgz/12522246ea6234c225b52267508161b50ab99b85.jpg
Occasion,Mercedes-Benz,1998,Manuelle,"Médina,Dakar",1870000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d8f49eada9e2be1690d90722852b5461/-/horizon-files-prod/ed/picture/q9m9xmkj/d51a3b755144c59c000a1e3613942232b4b493a2.jpg
Occasion,Peugeot,2009,Manuelle,"Guediawaye,Dakar",2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/87ca46ec4ae685d17ecb6d0835456f4b/-/horizon-files-prod/ed/picture/qj4r94mr/2ec8e225bd3195211b10c9f691584cc8aaf334e0.jpg
Occasion,Hyundai,2019,Automatique,"Liberte 6,Dakar",27000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3404fb7e4ff80c0d5e51be01841e80f4/-/horizon-files-prod/ed/picture/qngx204m/6052cec45be23d77c862b5704d6ff0bc196faeb2.jpg
Occasion,Ford,2010,Automatique,"Fass,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/401d0ab94b5f4fa57d6ae5a4ae1629e3/-/horizon-files-prod/ed/picture/q6xk8xw6/70153fc4ca1bf46341145fd36e91c33c3186f53b.jpg
Occasion,Skoda,2016,Manuelle,"VDN,Dakar",4250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a99e398cf8ce71d239f062eec7b6f502/-/horizon-files-prod/ed/picture/q8v52v50/562f86db3976db860c3c18618c6d7f576935e604.jpg
Occasion,Hyundai,2013,Automatique,"Yoff,Dakar",7999999,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e910a995657db8cacad59784630f72e/-/horizon-files-prod/ed/picture/qdekje9m/a9322a52e70bbfad0b52fb3a8e4d638b3e0318be.jpg
Venant,Kia,2016,Automatique,"Almadies,Dakar",11900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a8fc6be3579b3e51678d6447590602b/-/horizon-files-prod/ed/picture/qdekmev4/c512702bceaa2d205f5cea24a8398492b11aa044.jpg
Venant,Ford,2020,Automatique,"Sacré-cœur,Dakar",24000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6f38c37d78c12aba9bc77206d076bb0b/-/horizon-files-prod/ed/picture/qzv2r98k/63700291d7faf14c562711a7f1c792821c61d99f.jpg
Occasion,Mercedes-Benz,2014,Automatique,"Almadies,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d795ad62d9dc85d8757bf134eba46ed8/-/horizon-files-prod/ed/picture/qwe20zmj/a0edd3568740c888ef7a45dbacfc1c61dada2364.jpg
Venant,Mazda,2019,Automatique,"Guediawaye,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/812387eca6fe0d13782c8eb0d947019f/-/horizon-files-prod/ed/picture/q78547vj/6a36fa4e1f37b2bd6110db59a681264de1c4aa0b.jpg
Venant,Mazda,2016,Automatique,"Guediawaye,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9458c992db8112c8499451fdb5b190a/-/horizon-files-prod/ed/picture/qkrgn5mj/150dda8b7ea3f40dd4bc6ff899e9b6d8a738a8bc.jpg
Venant,Ford,2017,Automatique,"Guediawaye,Dakar",12300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/457512a98ac63152781a569770e48794/-/horizon-files-prod/ed/picture/qenqz5n5/5b36467540213bdfed24fce138efd3b1d2a22ae6.jpg
Venant,Toyota,2019,Manuelle,"Sacré-cœur,Dakar",19500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/84e8e19c37be79c2f865d0bad0cbf477/-/horizon-files-prod/ed/picture/q2jq9rjp/d14b9192ca2f8486b9e741f7ad21bd336beeedcf.jpg
Venant,Toyota,2018,Manuelle,"Sacré-cœur,Dakar",19000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08998e9eab73b63ecd22b0e676403946/-/horizon-files-prod/ed/picture/q6xk866d/a2e014b3743487276699b98a22a0b69323f0c406.jpg
Occasion,Peugeot,2018,Automatique,"Sacré-cœur,Dakar",16000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/21ccecab65646868aa081ffd6bef3fa6/-/horizon-files-prod/ed/picture/q0gwv2we/41a483414d08707935b8cf968161141ee17ebc43.jpg
Occasion,Mercedes-Benz,2016,Automatique,"Médina,Dakar",27500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a811f387672e0faef36a0a77dca9f3fd/-/horizon-files-prod/ed/picture/q6xk86nj/55a3bb20a815d88c6c01d1394171899f9e692a01.jpg
Venant,Mazda,2016,Automatique,"Keur Massar,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c6692bd6de1d6ccc2e7583e8b4bfe80/-/horizon-files-prod/ed/picture/qdekj6q4/ffe5810d4e589e789727f5f102cf45ee40c0dca3.jpg
Neuf,Hyundai,2016,Automatique,"Cité Damel,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ba3928e5b7214342ad5a6387e8618ea/-/horizon-files-prod/ed/picture/qzvdwv2x/93aa1ed1c48629c13ce5f873fecf33ae477bd8a3.jpg
Neuf,Hyundai,2015,Automatique,"Cité Damel,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1c40d4357b0bdd5c05a285106c52cf0/-/horizon-files-prod/ed/picture/q785dk6m/143b852f1a1d561974484282cb7194e8fac878de.jpg
Occasion,Citroen,2020,Manuelle,"Grand-Dakar,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/11827881c73a497581f309f3711f981d/-/horizon-files-prod/ed/picture/qj4rxrk6/e29c77816b5b3bcf7e103361e8a9e748f1e5481a.jpg
Occasion,Chevrolet,2012,Manuelle,"Parcelles Assainies,Dakar",3850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9677993c6c3353175661f1b3417e12b/-/horizon-files-prod/ed/picture/qj4r9mjv/d60a6b26d45150829ed314c4071f7967361adbef.jpg
Venant,Ford,2015,Automatique,"Liberte 6 extension,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f2faefca0d3c2da4b685ab72dbad4af/-/horizon-files-prod/ed/picture/q9m9x8mn/e8a83d6c2aaad7c9259c581f6e0a46b03883ed7b.jpg
Venant,Mercedes-Benz,2016,Automatique,"Liberte 6 extension,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/15e7e12a37c20a488c572c10b0d29fd0/-/horizon-files-prod/ed/picture/q2jqn7jv/fc3d48a5093dae8a7f42f664ccb0c51ef53580d4.jpg
Neuf,Hyundai,2016,Automatique,"Cité Damel,Dakar",7200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/159912e2f1531c69452730bb97e6e918/-/horizon-files-prod/ed/picture/qkrgn5jm/75a4f01944a41346706ee5201b3db48f722d5cbd.jpg
Neuf,Ford,2015,Automatique,"Cité Damel,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e294b3e39016a1a6130c6f9d63a19ed5/-/horizon-files-prod/ed/picture/q8v5rzw7/659f71fb4104e93c36222d3a7afb490b8e8200a9.jpg
Neuf,Toyota,2021,Automatique,"Almadies,Dakar",62000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d495a6cf5b11b3aba5e87b9141929031/-/horizon-files-prod/ed/picture/qxj296p8/eb654aa1d4d845c3528aa71209fbd0b6bb486696.jpg
Occasion,Ford,2012,Automatique,"Mbao,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bfa9a37bf3825bead8f47e906fd3f74e/-/horizon-files-prod/ed/picture/qj4r7648/6ec3892c995217a4e76f06c534e721aeb6fea6dc.jpg
Venant,Ford,2016,Automatique,"Sicap Liberté,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c1d4db6231efc3eb37e539b1514a0b6/-/horizon-files-prod/ed/picture/qm5pk7ez/73844895f9900ae2061a9e4fc771ce659683abbc.jpg
Venant,Peugeot,2019,Automatique,"Ouest foire,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0edb75cd9c162793f397c966a46efb7d/-/horizon-files-prod/ed/picture/qv4evp2x/706262aa5c6d76362203864633f9f7bb931e577e.jpg
Venant,Jeep,2017,Automatique,"Almadies,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ac0fcad7abf8730115d635c846491e1/-/horizon-files-prod/ed/picture/q8v5dxz7/e6b5f4530092f35f1a6c5e364a642d3963e0fd3e.jpg
Venant,Volkswagen,2016,Automatique,"Cité keur gorgui,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3bb1c506bd39c04151e0668c6ee303bf/-/horizon-files-prod/ed/picture/q2jq9qzv/63385a0cfc72bad8b5e71c0c04a5887830eb772d.jpg
Venant,Hyundai,2016,Automatique,"Cité keur gorgui,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/121dd2d71c6249d5fdb804a7d5be7555/-/horizon-files-prod/ed/picture/qm5p4p49/f973ff6a7af36598258d613a4ca619f5cc0ab001.jpg
Venant,Mitsubishi,2015,Automatique,"Cité keur gorgui,Dakar",9200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2aa244851b559419302f7f891103bba/-/horizon-files-prod/ed/picture/qwe202ep/a12c4587b40c703010e513c3a248bab7c709f097.jpg
Occasion,Chevrolet,2013,Automatique,"Liberte 6,Dakar",5300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49d91b1001b8fdc91bd0e7d0e6a3917b/-/horizon-files-prod/ed/picture/qq47x49j/2844b2fdc3be10da2f72644508f22849524570a8.jpg
Neuf,Ford,2017,Automatique,"Liberte 6,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/12aee845da9334245573ff3014ad4d7e/-/horizon-files-prod/ed/picture/qzvdwdvn/c09aaa1a5216edd5d60dc0d32e511dec9310eb95.jpg
Neuf,Mitsubishi,2017,Automatique,"Liberte 6,Dakar",9700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f66be5b130a5505267b565d49f4264c2/-/horizon-files-prod/ed/picture/qgq979g0/7735b581bd5f2ee99f6b7f5d539f7437a40eb1c7.jpg
Venant,Toyota,2015,Automatique,"Colobane,Dakar",16500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbaee38bf976df8ebafd49f6f97f17d6/-/horizon-files-prod/ed/picture/qxj2ek80/2754594a89cccd073a925ffb75bac411cc2cdd66.jpg
Venant,Range Rover,2020,Automatique,"Colobane,Dakar",50000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/46ae92269db9dec67fc23a0096fdcd3b/-/horizon-files-prod/ed/picture/qngxzzjr/1862f9bc77ee5e5ac4818bcdba52a11927986251.jpg
Neuf,Hyundai,2015,Automatique,"Liberte 6,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/29a65e9220eef770b382fc41ceb1bec8/-/horizon-files-prod/ed/picture/qpd6n6k2/f4eabe23af1b1eda98e0bd310f6c7cea5ec684e7.jpg
Venant,Jeep,2015,Automatique,"Nord foire,Dakar",8200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eaa0f8a63cd2455672ebab63f0429c2c/-/horizon-files-prod/ed/picture/qm5pkmj9/0c767176dfb7328c3761fe8015541fb7e198981e.jpg
Venant,Nissan,2016,Automatique,"Nord foire,Dakar",7900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d23a44f6117a4893d15e9bcbd2afe56/-/horizon-files-prod/ed/picture/q9m920gj/3c373b40eb88ebac0a95dfa1135bc879623d0c20.jpg
Venant,Mitsubishi,2019,Automatique,"Almadies,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f066d2c8e634a36e8429671577a66dd4/-/horizon-files-prod/ed/picture/q56xqxdr/9c859ffc03f78299c54ce1440ce91b6da3841d61.jpg
Venant,Citroen,2017,Manuelle,"Guinaw rail,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/276da3b0434cf5d6a059c32c95a28f4e/-/horizon-files-prod/ed/picture/qgq9798k/bfd23a49862734403cb972a907aad60e2bffd53c.jpg
Venant,Peugeot,2015,Automatique,"Cité Damel,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ade1a6c8d95ee692c841d927840b905c/-/horizon-files-prod/ed/picture/qrzv7v4n/3a2c0395fc36885c660df3408190c6bb9f51d62c.jpg
Venant,Hyundai,2016,Automatique,"Mamelles,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eebd91e62d23a05f34b04066ee4d62f1/-/horizon-files-prod/ed/picture/qenqvk86/fe95d24db886e7973c20b8b3d131aa8ad29a0e46.jpg
Venant,Nissan,2015,Automatique,"Dieuppeul,Dakar",7900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe37f166b0163a9d48adf19a740eb224/-/horizon-files-prod/ed/picture/qngx2wpx/1d69c15549cd75ede5b57d46d9a59b3961c8b418.jpg
Venant,Chrysler,2014,Automatique,"Sacré-cœur,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce8fbb15a99f737c60877095f8cb4803/-/horizon-files-prod/ed/picture/qgq979nr/a6081ed782ed5a8f95d721ee0cc162f609551090.jpg
